paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
53909f8c20f70186a0e3fe76,capturing global transactions from multiple recovery log files in a partitioned database system,"chengfei liu, bruce g lindsay, serge bourbonnais, elizabeth b hamel, tuong c truong, jens stankiewitz",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9b72cb7602d97042c408e,capturing global transactions from multiple recovery log files in a partitioned database system,"chengfei liu, bruce g lindsay 0001, serge bourbonnais, elizabeth hamel, tuong c truong, jens stankiewitz",vldb,2003,c,1.0,53909f8c20f70186a0e3fe7653e9b72cb7602d97042c408e
53909f8c20f70186a0e3fe74,efficient query processing for multidimensionally clustered tables in db2,"bishwaranjan bhattacharjee, sriram padmanabhan, timothy malkemus, tony lai, leslie cranston, matthew huras",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,e,53e9a026b7602d970290b149,efficient query processing for multidimensionally clustered tables in db2,"bishwaranjan bhattacharjee, sriram padmanabhan, timothy malkemus, tony lai, leslie cranston, matthew huras",vldb,2003,e,1.0,53909f8c20f70186a0e3fe7453e9a026b7602d970290b149
53909f8c20f70186a0e3fe70,privacypreserving indexing of documents on the network,"mayank bawa, roberto j bayardo, jr, rakesh agrawal",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,p,53e9a3cdb7602d9702ce25d9,privacypreserving indexing of documents on the network,"mayank bawa, roberto j bayardo jr, rakesh agrawal",vldb,2003,p,1.0,53909f8c20f70186a0e3fe7053e9a3cdb7602d9702ce25d9
53909f8c20f70186a0e3fe7e,a database striptease or how to manage your personal databases,"martin kersten, gerhard weikum, michael franklin, daniel keim, alex buchmann, surajit chaudhuri",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,a,53e9aa5cb7602d97033c9f05,a database striptease or how to manage your personal databases,"martin l kersten, gerhard weikum, michael j franklin, daniel a keim, alejandro p buchmann, surajit chaudhuri",vldb,2003,a,1.0,53909f8c20f70186a0e3fe7e53e9aa5cb7602d97033c9f05
53909f8c20f70186a0e3fe80,illuminating the dark side of web services,michael l brodie,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,i,53e9a34ab7602d9702c5457c,illuminating the dark side of web services,michael l brodie,vldb,2003,i,1.0,53909f8c20f70186a0e3fe8053e9a34ab7602d9702c5457c
53909f8c20f70186a0e3fe6c,locating data sources in large distributed systems,"leonidas galanis, yuan wang, shawn r jeffery, david j dewitt",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,l,53e9b0c7b7602d9703b3dbb9,locating data sources in large distributed systems,"leonidas galanis, yuan wang, shawn r jeffery, david j dewitt",vldb,2003,l,1.0,53909f8c20f70186a0e3fe6c53e9b0c7b7602d9703b3dbb9
53909f8c20f70186a0e3fe82,orientstore a schema based native xml storage system,"xiaofeng meng, daofeng luo, mong li lee, jing an",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,o,53e9be64b7602d9704b21d64,orientstore a schema based native xml storage system,"xiaofeng meng, daofeng luo, mongli lee, jing an",vldb,2003,o,1.0,53909f8c20f70186a0e3fe8253e9be64b7602d9704b21d64
53909f8c20f70186a0e3fe62,supporting topk join queries in relational databases,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,s,53e9afcdb7602d9703a21cb7,supporting topk join queries in relational databases,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb,2003,s,1.0,53909f8c20f70186a0e3fe6253e9afcdb7602d9703a21cb7
53909f8c20f70186a0e3fe89,chameleon an extensible and customizable tool for web data translation,"riccardo torlone, paolo atzeni",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9a89bb7602d97031e9380,chameleon an extensible and customizable tool for web data translation,"riccardo torlone, paolo atzeni",vldb,2003,c,1.0,53909f8c20f70186a0e3fe8953e9a89bb7602d97031e9380
53909f8c20f70186a0e3fe77,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,t,53e9b30ab7602d9703dd0dc1,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb,2003,t,1.0,53909f8c20f70186a0e3fe7753e9b30ab7602d9703dd0dc1
53909f8c20f70186a0e3fe81,xcerpt and visxcerpt from patternbased to visual querying of xml and semistructured data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,x,53e9b109b7602d9703b89a8a,xcerpt and visxcerpt from patternbased to visual querying of xml and semistructured data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",vldb,2003,x,1.0,53909f8c20f70186a0e3fe8153e9b109b7602d9703b89a8a
53909f8c20f70186a0e3fe8a,"nexusscout an advanced locationbased application on a distributed, open mediation platform","daniela nicklas, matthias grossmann, thomas schwarz",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,n,53e9b01db7602d9703a79552,"nexusscout an advanced locationbased application on a distributed, open mediation platform","daniela nicklas, matthias großmann, thomas schwarz",vldb,2003,n,1.0,53909f8c20f70186a0e3fe8a53e9b01db7602d9703a79552
53909f8c20f70186a0e3fe8b,schemadriven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun, f dang ngoc, t milo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,s,53e9a1fab7602d9702afc679,schemadriven customization of web services,"serge abiteboul, bernd amann, jérôme baumgarten, omar benjelloun, frederic dang ngoc, tova milo",vldb,2003,s,1.0,53909f8c20f70186a0e3fe8b53e9a1fab7602d9702afc679
53909f8c20f70186a0e3fe8c,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,b,53e9a682b7602d9702fb5f2a,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb,2003,b,1.0,53909f8c20f70186a0e3fe8c53e9a682b7602d9702fb5f2a
53909f8c20f70186a0e3fe75,a platform based on the multidimensional data modal for analysis of biomolecular structures,"srinath srinivasa, sujit kumar",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,a,53e9b373b7602d9703e522c1,a platform based on the multidimensional data model for analysis of biomolecular structures,"srinath srinivasa, sujit kumar",vldb,2003,a,0.8571428571428571,53909f8c20f70186a0e3fe7553e9b373b7602d9703e522c1
53909f8c20f70186a0e3fe6e,controlling access to published data using cryptography,"gerome miklau, dan suciu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9b9e7b7602d97045e1a7d,controlling access to published data using cryptography,"gerome miklau, dan suciu",vldb,2003,c,1.0,53909f8c20f70186a0e3fe6e53e9b9e7b7602d97045e1a7d
53909f8c20f70186a0e3fe92,an interpolated volume data model,"tianqiu wang, simone santini, amarnath gupta",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,a,53e9ab4fb7602d97034df792,an interpolated volume data model,"tianqiu wang, simone santini, amarnath gupta",vldb,2003,a,1.0,53909f8c20f70186a0e3fe9253e9ab4fb7602d97034df792
53909f8c20f70186a0e3fe8e,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,f,53e9a317b7602d9702c2071d,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb,2003,f,1.0,53909f8c20f70186a0e3fe8e53e9a317b7602d9702c2071d
53909f8c20f70186a0e3fe93,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,e,53e9adc8b7602d97037d1690,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb,2003,e,1.0,53909f8c20f70186a0e3fe9353e9adc8b7602d97037d1690
53909f8c20f70186a0e3fe83,managing distributed workspaces with active xml,"serge abiteboul, jérôme baumgarten, angela bonifati, grégory cobéna, cosmin cremarenco, florin dragan, ioana manolescu, tova milo, nicoleta preda",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,m,53e9a4e4b7602d9702e05704,managing distributed workspaces with active xml,"serge abiteboul, jérôme baumgarten, angela bonifati, gregory cobena, cosmin cremarenco, florin dragan, ioana manolescu, tova milo, nicoleta preda",vldb,2003,m,1.0,53909f8c20f70186a0e3fe8353e9a4e4b7602d9702e05704
53909f8c20f70186a0e3fe97,"largescale, standardsbased earth observation imagery and web mapping services",peter baumann,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,l,53e9b954b7602d9704542119,"largescale, standardsbased earth observation imagery and web mapping services",peter baumann,vldb,2003,l,1.0,53909f8c20f70186a0e3fe9753e9b954b7602d9704542119
53909f8c20f70186a0e3fe96,irisnet an architecture for internetscale sensing services,"suman nath, amol deshpande, yan ke, phillip b gibbons, brad karp, srinivasan seshan",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,i,53e99c52b7602d9702500576,irisnet an architecture for internetscale sensing services,"suman nath, amol deshpande, yan ke, phillip b gibbons, brad karp, srinivasan seshan",vldb,2003,i,1.0,53909f8c20f70186a0e3fe9653e99c52b7602d9702500576
53909f8c20f70186a0e3fe9c,"constructing and integrating datacentric web applications methods, tools, and techniques","stefano ceri, ioana manolescu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e99f63b7602d9702832e80,"constructing and integrating datacentric web applications methods, tools, and techniques","stefano ceri, ioana manolescu",vldb,2003,c,1.0,53909f8c20f70186a0e3fe9c53e99f63b7602d9702832e80
53909f8c20f70186a0e3fe98,privacyenhanced data management for nextgeneration ecommerce,"chris clifton, irini fundulaki, richard hull, bharat kumar, daniel lieuwen, arnaud sahuguet",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,p,53e9b802b7602d97043b82e0,privacyenhanced data management for nextgeneration ecommerce,"chris clifton, irini fundulaki, richard hull, bharat kumar, daniel f lieuwen, arnaud sahuguet",vldb,2003,p,1.0,53909f8c20f70186a0e3fe9853e9b802b7602d97043b82e0
53909f8c20f70186a0e3fe8f,cacheportal ii acceleration of very large scale data centerhosted databasedriven web applications,"wensyan li, oliver po, wangpin hsiung, k selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9b403b7602d9703ef8825,cacheportal ii acceleration of very large scale data centerhosted databasedriven web applications,"wensyan li, oliver po, wangpin hsiung, k selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",vldb,2003,c,1.0,53909f8c20f70186a0e3fe8f53e9b403b7602d9703ef8825
53909f8c20f70186a0e3fe65,the tprtree an optimized spatiotemporal access method for predictive queries,"yufei tao, dimitris papadias, jimeng sun",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,t,53e9b56cb7602d97040a42d2,the tprtree an optimized spatiotemporal access method for predictive queries,"yufei tao, dimitris papadias, jimeng sun",vldb,2003,t,1.0,53909f8c20f70186a0e3fe6553e9b56cb7602d97040a42d2
53909f8c20f70186a0e3fe57,the ndtree a dynamic indexing technique for multidimensional nonordered discrete data spaces,"gang qian, qiang zhu, qiang xue, sakti pramanik",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,t,53e9b4c4b7602d9703fe19f2,the ndtree a dynamic indexing technique for multidimensional nonordered discrete data spaces,"gang qian, qiang zhu, qiang xue, sakti pramanik",vldb,2003,t,1.0,53909f8c20f70186a0e3fe5753e9b4c4b7602d9703fe19f2
53909f8c20f70186a0e3fe66,query processing in spatial network databases,"dimitris papadias, jun zhang, nikos mamoulis, yufei tao",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,q,53e9b4b4b7602d9703fcbc3d,query processing in spatial network databases,"dimitris papadias, jun zhang 0005, nikos mamoulis, yufei tao",vldb,2003,q,1.0,53909f8c20f70186a0e3fe6653e9b4b4b7602d9703fcbc3d
53909f8c20f70186a0e3fe85,a system for keyword proximity search on xml databases,"andrey balmin, vagelis hristidis, nick koudas, yannis papakonstantinou, divesh srivastava, tianqiu wang",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,a,53e9b699b7602d970420d8f8,a system for keyword proximity search on xml databases,"andrey balmin, vagelis hristidis, nick koudas, yannis papakonstantinou, divesh srivastava, tianqiu wang",vldb,2003,a,1.0,53909f8c20f70186a0e3fe8553e9b699b7602d970420d8f8
53909f8c20f70186a0e3fe56,supporting frequent updates in rtrees a bottomup approach,"mong li lee, wynne hsu, christian s jensen, bin cui, keng lik teo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,s,53e99d4bb7602d97025ff767,supporting frequent updates in rtrees a bottomup approach,"mongli lee, wynne hsu, christian s jensen, bin cui, keng lik teo",vldb,2003,s,1.0,53909f8c20f70186a0e3fe5653e99d4bb7602d97025ff767
53909f8c20f70186a0e3fe86,xissr xml indexing and storage system using rdbms,"philip j harding, quanzhong li, bongki moon",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,x,53e9ada5b7602d97037a57ed,xissr xml indexing and storage system using rdbms,"philip j harding, quanzhong li, bongki moon",vldb,2003,x,1.0,53909f8c20f70186a0e3fe8653e9ada5b7602d97037a57ed
53909f8c20f70186a0e3fe5e,lachesis robust database storage management based on devicespecific performance characteristics,"jiri schindler, anastassia ailamaki, gregory r ganger",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,l,53e9b83fb7602d97043fafc2,lachesis robust database storage management based on devicespecific performance characteristics,"jiri schindler, anastassia ailamaki, gregory r ganger",vldb,2003,l,1.0,53909f8c20f70186a0e3fe5e53e9b83fb7602d97043fafc2
53909f8c20f70186a0e3fe6a,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,e,53e9bd87b7602d9704a2f764,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb,2003,e,1.0,53909f8c20f70186a0e3fe6a53e9bd87b7602d9704a2f764
53909f8c20f70186a0e3fe95,chipsecured data access reconciling access rights with data encryption,"luc bouganim, françois dang ngoc, philippe pucheral, lilan wu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9a52cb7602d9702e4eaeb,chipsecured data access reconciling access rights with data encryption,"luc bouganim, françois dang ngoc, philippe pucheral, lilan wu",vldb,2003,c,1.0,53909f8c20f70186a0e3fe9553e9a52cb7602d9702e4eaeb
53909f8c20f70186a0e3fe9a,data stream query processing a tutorial,"nick koudas, divesh srivastava",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,d,53e9b8cdb7602d97044b07a0,data stream query processing a tutorial,"nick koudas, divesh srivastava",vldb,2003,d,1.0,53909f8c20f70186a0e3fe9a53e9b8cdb7602d97044b07a0
53909f8c20f70186a0e3fe9b,grid data management systems  services,"arun jagatheesan, reagan moore, norman w paton, paul watson",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,g,53e9a81fb7602d9703166b36,grid data management systems  services,"arun jagatheesan, reagan moore, norman w paton, paul watson",vldb,2003,g,1.0,53909f8c20f70186a0e3fe9b53e9a81fb7602d9703166b36
53909f8c20f70186a0e3fe94,quiet continuous querydriven index tuning,"kaiuwe sattler, ingolf geist, eike schallehn",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,q,53e9bb3db7602d9704779b65,quiet continuous querydriven index tuning,"kaiuwe sattler, ingolf geist, eike schallehn",vldb,2003,q,1.0,53909f8c20f70186a0e3fe9453e9bb3db7602d9704779b65
53909f8c20f70186a0e3fe99,the semantic web semantics for data on the web,"stefan decker, vipul kashyap",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,t,53e9abebb7602d97035a8555,the semantic web semantics for data on the web,"stefan decker, vipul kashyap",vldb,2003,t,1.0,53909f8c20f70186a0e3fe9953e9abebb7602d97035a8555
53909f8c20f70186a0e3fe90,atlas a small but complete sql extension for data mining and data streams,"haixun wang, carlo zaniolo, chang richard luo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,a,53e9a0a6b7602d970298f3c0,atlas a small but complete sql extension for data mining and data streams,"haixun wang, carlo zaniolo, chang luo",vldb,2003,a,1.0,53909f8c20f70186a0e3fe9053e9a0a6b7602d970298f3c0
53909f8c20f70186a0e3fe55,locking protocols for materialized aggregate join views,"gang luo, jeffrey f naughton, curt j ellmann, michael w watzke",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,l,53e9b911b7602d97044fa6aa,locking protocols for materialized aggregate join views,"gang luo, jeffrey f naughton, curt j ellmann, michael watzke",vldb,2003,l,1.0,53909f8c20f70186a0e3fe5553e9b911b7602d97044fa6aa
53909f8c20f70186a0e3fe8d,stopss semantic toronto publishsubscribe system,"milenko petrovic, ioana burcea, hansarno jacobsen",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,s,53e9acc4b7602d970369fcba,stopss semantic toronto publishsubscribe system,"milenko petrovic, ioana burcea, hansarno jacobsen",vldb,2003,s,1.0,53909f8c20f70186a0e3fe8d53e9acc4b7602d970369fcba
53909f8c20f70186a0e3fe87,implementing xquery 10 the galax experience,"mary fernández, jérôme siméon, byron choi, amélie marian, gargi sur",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,i,53e9a1e1b7602d9702add6b4,implementing xquery 10 the galax experience,"mary f fernández, jérôme siméon, byron choi, amélie marian, gargi sur",vldb,2003,i,1.0,53909f8c20f70186a0e3fe8753e9a1e1b7602d9702add6b4
53909f8c20f70186a0e3fe69,operator scheduling in a data stream manager,"don carney, uğur çetintemel, alex rasin, stan zdonik, mitch cherniack, mike stonebraker",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,o,53e9a145b7602d9702a367b8,operator scheduling in a data stream manager,"donald carney, ugur çetintemel, alex rasin, stanley b zdonik, mitch cherniack, michael stonebraker",vldb,2003,o,1.0,53909f8c20f70186a0e3fe6953e9a145b7602d9702a367b8
53909f8c20f70186a0e3fe84,xquec pushing queries to compressed xml data,"andrei arion, angela bonifati, gianni costa, sandra daguanno, ioana manolescu, andrea pugliese",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,x,53e9a576b7602d9702e9c502,xquec pushing queries to compressed xml data,"andrei arion, angela bonifati, gianni costa, sandra daguanno, ioana manolescu, andrea pugliese",vldb,2003,x,1.0,53909f8c20f70186a0e3fe8453e9a576b7602d9702e9c502
53909f8c20f70186a0e3fe61,a dependability benchmark for oltp application environments,"marco vieira, henrique madeira",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,a,53e9aa02b7602d970336e21f,a dependability benchmark for oltp application environments,"marco vieira, henrique madeira",vldb,2003,a,1.0,53909f8c20f70186a0e3fe6153e9aa02b7602d970336e21f
53909f8c20f70186a0e3fe6b,merging models based on given correspondences,"rachel a pottinger, philip a bernstein",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,m,53e9a8eab7602d97032392e8,merging models based on given correspondences,"rachel pottinger, philip a bernstein",vldb,2003,m,1.0,53909f8c20f70186a0e3fe6b53e9a8eab7602d97032392e8
53909f8c20f70186a0e3fe79,integrated data management for mobile services in the real world,"c hage, c s jensen, t b pedersen, l speicys, i timko",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,i,53e9a3a5b7602d9702cb4c0c,integrated data management for mobile services in the real world,"christian hage, christian s jensen, torben bach pedersen, laurynas speicys, igor timko",vldb,2003,i,1.0,53909f8c20f70186a0e3fe7953e9a3a5b7602d9702cb4c0c
53909f8c20f70186a0e3fe5f,cache tables paving the way for an adaptive database cache,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c mohan, hamid pirahesh, berthold reinwald",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9a1a1b7602d9702a963ef,cache tables paving the way for an adaptive database cache,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c mohan, hamid pirahesh, berthold reinwald",vldb,2003,c,1.0,53909f8c20f70186a0e3fe5f53e9a1a1b7602d9702a963ef
53909f8c20f70186a0e3fe78,xml schemas in oracle xml db,"ravi murthy, sandeepan banerjee",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,x,53e9bd18b7602d97049a1bc4,xml schemas in oracle xml db,"ravi murthy, sandeepan banerjee",vldb,2003,x,1.0,53909f8c20f70186a0e3fe7853e9bd18b7602d97049a1bc4
53909f8c20f70186a0e3fe7a,web services industrial session,l f cabrera,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,w,53e99acab7602d970234c84c,web services industrial session,felipe cabrera,vldb,2003,w,1.0,53909f8c20f70186a0e3fe7a53e99acab7602d970234c84c
53909f8c20f70186a0e3fe7c,commercial use of database technology,harald schöning,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,c,53e9ac6fb7602d970363f75f,commercial use of database technology,harald schöning,vldb,2003,c,1.0,53909f8c20f70186a0e3fe7c53e9ac6fb7602d970363f75f
53909f8c20f70186a0e3fe7b,grid and applications industrial session,frank leymann,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,g,53e9a839b7602d97031825d8,grid and applications industrial session,frank leymann,vldb,2003,g,1.0,53909f8c20f70186a0e3fe7b53e9a839b7602d97031825d8
53909f8c20f70186a0e3fe60,primitives for workload summarization and implications for sql,"surajit chaudhuri, prasanna ganesan, vivek narasayya",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,p,53e9acf0b7602d97036cea0f,primitives for workload summarization and implications for sql,"surajit chaudhuri, prasanna ganesan, vivek r narasayya",vldb,2003,p,1.0,53909f8c20f70186a0e3fe6053e9acf0b7602d97036cea0f
53909f8c20f70186a0e3fe67,multiscale histograms summarizing topological relations in large spatial datasets,"xuemin lin, qing liu, yidong yuan, xiaofang zhou",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,m,53e9be22b7602d9704ade1b8,multiscale histograms summarizing topological relations in large spatial datasets,"xuemin lin, qing liu, yidong yuan, xiaofang zhou",vldb,2003,m,1.0,53909f8c20f70186a0e3fe6753e9be22b7602d9704ade1b8
53909f8c20f70186a0e3fe5a,estimating the output cardinality of partial preaggregation with a measure of clusteredness,"sven helmer, thomas neumann, guido moerkotte",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,e,53e9b3d4b7602d9703ebf408,estimating the output cardinality of partial preaggregation with a measure of clusteredness,"sven helmer, thomas neumann 0001, guido moerkotte",vldb,2003,e,1.0,53909f8c20f70186a0e3fe5a53e9b3d4b7602d9703ebf408
53909f8c20f70186a0e4018c,databases in a wireless world,david yach,vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,d,53e9ab89b7602d9703535629,databases in a wireless world,david yach,vldb,2004,d,1.0,53909f8c20f70186a0e4018c53e9ab89b7602d9703535629
53909f8c20f70186a0e4018e,whither data mining,"rakesh agrawal, ramakrishnan srikant",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,w,53e9984bb7602d970207a724,whither data mining,"rakesh agrawal, ramakrishnan srikant",vldb,2004,w,1.0,53909f8c20f70186a0e4018e53e9984bb7602d970207a724
53909f8c20f70186a0e40195,clientbased access control management for xml documents,"luc bouganim, françois dang ngoc, philippe pucheral",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,c,53e9aef1b7602d9703921d48,clientbased access control management for xml documents,"luc bouganim, françois dang ngoc, philippe pucheral",vldb,2004,c,1.0,53909f8c20f70186a0e4019553e9aef1b7602d9703921d48
53909f8c20f70186a0e4019c,the next framework for logical xquery optimization,"alin deutsch, yannis papakonstantinou, yu xu",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,t,53e9a6a6b7602d9702fda5a0,the next logical framework for xquery,"alin deutsch, yannis papakonstantinou, yu xu",vldb,2004,t,0.8571428571428571,53909f8c20f70186a0e4019c53e9a6a6b7602d9702fda5a0
53909f8c20f70186a0e4019a,efficient xmltosql query translation where to add the intelligence,"rajasekar krishnamurthy, raghav kaushik, jeffrey f naughton",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,e,53e99f20b7602d97027eb309,efficient xmltosql query translation where to add the intelligence,"rajasekar krishnamurthy, raghav kaushik, jeffrey f naughton",vldb,2004,e,1.0,53909f8c20f70186a0e4019a53e99f20b7602d97027eb309
53909f8c20f70186a0e4019f,false positive or false negative mining frequent itemsets from high speed transactional data streams,"jeffery xu yu, zhihong chong, hongjun lu, aoying zhou",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,f,53e99cafb7602d970255fcd5,false positive or false negative mining frequent itemsets from high speed transactional data streams,"jeffrey xu yu, zhihong chong, hongjun lu, aoying zhou",vldb,2004,f,1.0,53909f8c20f70186a0e4019f53e99cafb7602d970255fcd5
53909f8c20f70186a0e401a5,from xml view updates to relational view updates old solutions to a new problem,"vanessa p braganholo, susan b davidson, carlos a heuser",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,f,53e9ab1ab7602d970349f317,from xml view updates to relational view updates old solutions to a new problem,"vanessa p braganholo, susan b davidson, carlos a heuser",vldb,2004,f,1.0,53909f8c20f70186a0e401a553e9ab1ab7602d970349f317
53909f8c20f70186a0e401a2,bloom histogram path selectivity estimation for xml data with updates,"wei wang, haifeng jiang, hongjun lu, jeffrey xu yu",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,b,53e9bd11b7602d97049968a9,bloom histogram path selectivity estimation for xml data with updates,"wei wang 0011, haifeng jiang, hongjun lu, jeffrey xu yu",vldb,2004,b,1.0,53909f8c20f70186a0e401a253e9bd11b7602d97049968a9
53909f8c20f70186a0e401a4,rox relational over xml,"alan halverson, vanja josifovski, guy lohman, hamid pirahesh, mathias mörschel",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,r,53e99b10b7602d970239f58f,rox relational over xml,"alan halverson, vanja josifovski, guy m lohman, hamid pirahesh, mathias mörschel",vldb,2004,r,1.0,53909f8c20f70186a0e401a453e99b10b7602d970239f58f
53909f8c20f70186a0e401ac,wic a generalpurpose algorithm for monitoring web information sources,"sandeep pandey, kedar dhamdhere, christopher olston",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,w,53e9b0c2b7602d9703b34a47,wic a generalpurpose algorithm for monitoring web information sources,"sandeep pandey, kedar dhamdhere, christopher olston",vldb,2004,w,1.0,53909f8c20f70186a0e401ac53e9b0c2b7602d9703b34a47
53909f8c20f70186a0e401bb,the polynomial complexity of fully materialized coalesced cubes,"yannis sismanis, nick roussopoulos",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,t,53e99fd6b7602d97028b5e0b,the complexity of fully materialized coalesced cubes,"yannis sismanis, nick roussopoulos",vldb,2004,t,0.875,53909f8c20f70186a0e401bb53e99fd6b7602d97028b5e0b
53909f8c20f70186a0e401b1,computing pagerank in a distributed internet search system,"yuan wang, david j dewitt",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,c,53e99e1ab7602d97026dab55,computing pagerank in a distributed internet search engine system,"yuan wang, david j dewitt",vldb,2004,c,0.8888888888888888,53909f8c20f70186a0e401b153e99e1ab7602d97026dab55
