paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,similarity_score
53909f8c20f70186a0e3fe32,phrase matching in xml,"sihem ameryahia, mary fernández, divesh srivastava, yu xu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,390,53e99b36b7602d97023d297b,phrase matching in xml,"sihem ameryahia, mary f fernández, divesh srivastava, yu xu",vldb,2003,3354,0.9945454545454545
53909f8c20f70186a0e3fe28,an efficient and resilient approach to filtering and disseminating streaming data,"shetal shah, shyamshankar dharmarajan, krithi ramamritham",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,391,53e9bc9eb7602d970491e13e,an efficient and resilient approach to filtering and disseminating streaming data,"shetal shah, shyamshankar dharmarajan, krithi ramamritham",vldb,2003,3088,1.0
53909f8c20f70186a0e3fe33,rrxs redundancy reducing xml storage in relations,"yi chen, susan davidson, carmem hara, yifeng zheng",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,392,53e9b062b7602d9703ac93d8,rrxf redundancy reducing xml storage in relations,"yi chen 0001, susan b davidson, carmem s hara, yifeng zheng",vldb,2003,3337,0.7769999999999999
53909f8c20f70186a0e3fe2b,a regressionbased temporal pattern mining scheme for data streams,"weiguang teng, mingsyan chen, philip s yu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,393,53e9a86ab7602d97031b90c7,a regressionbased temporal pattern mining scheme for data streams,"weiguang teng, mingsyan chen, philip s yu",vldb,2003,3679,1.0
53909f8c20f70186a0e3fe38,efficient processing of expressive nodeselecting queries on xml data in secondary storage a tree automatabased approach,christoph koch,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,394,53e9b4eeb7602d97040169ec,efficient processing of expressive nodeselecting queries on xml data in secondary storage a tree automatabased approach,christoph koch,vldb,2003,3343,1.0
53909f8c20f70186a0e3fe31,covering indexes for xml queries bisimulation  simulation  negation,prakash ramanan,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,395,53e99e6ab7602d9702732379,covering indexes for xml queries bisimulation  simulation  negation,prakash ramanan,vldb,2003,4901,1.0
53909f8c20f70186a0e3fe39,query processing for highvolume xml message brokering,"yanlei diao, michael franklin",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,396,53e9a554b7602d9702e78ba8,query processing for highvolume xml message brokering,"yanlei diao, michael j franklin",vldb,2003,3707,0.9806451612903225
53909f8c20f70186a0e3fe37,from tree patterns to generalized tree patterns on efficient evaluation of xquery,"zhimin chen, h v jagadish, laks v s lakshmanan, stelios paparizos",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,397,53e9b31bb7602d9703de681c,from tree patterns to generalized tree patterns on efficient evaluation of xquery,"zhimin chen, h v jagadish, laks v s lakshmanan, stelios paparizos",vldb,2003,4693,1.0
53909f8c20f70186a0e3fe43,vipas virtual link powered authority search in the web,"chichun lin, mingsyan chen",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,398,53e9b873b7602d9704443753,vipas virtual link powered authority search in the web,"chichun lin, mingsyan chen",vldb,2003,3799,1.0
53909f8c20f70186a0e3fe3c,scheduling for shared window joins over data streams,"moustafa a hammad, michael j franklin, walid g aref, ahmed k elmagarmid",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,399,53e9a5a1b7602d9702ecb457,scheduling for shared window joins over data streams,"moustafa a hammad, michael j franklin, walid g aref, ahmed k elmagarmid",vldb,2003,3862,1.0
53909f8c20f70186a0e3fe3b,maximizing the output rate of multiway join queries over streaming information sources,"stratis d viglas, jeffrey f naughton, josef burger",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,400,53e9b500b7602d970402f387,maximizing the output rate of multiway join queries over streaming information sources,"stratis viglas, jeffrey f naughton, josef burger",vldb,2003,4729,0.9874999999999999
53909f8c20f70186a0e3fe44,balancing performance and data freshness in web database servers,"alexandros labrinidis, nick roussopoulos",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,401,53e9b20cb7602d9703ca4d3d,balancing performance and data freshness in web database servers,"alexandros labrinidis, nick roussopoulos",vldb,2003,4413,1.0
53909f8c20f70186a0e3fe49,data bubbles for nonvector data speedingup hierarchical clustering in arbitrary metric spaces,"jianjun zhou, jörg sander",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,402,53e9aa2bb7602d9703397ef0,data bubbles for nonvector data speedingup hierarchical clustering in arbitrary metric spaces,"jianjun zhou, jörg sander",vldb,2003,3369,1.0
53909f8c20f70186a0e3fe48,a shrinkingbased approach for multidimensional data analysis,"yong shi, yuqing song, aidong zhang",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,403,53e9af07b7602d970393f7f4,a shrinkingbased approach for multidimensional data analysis,"yong shi, yuqing song, aidong zhang",vldb,2003,3332,1.0
53909f8c20f70186a0e3fe47,combioperator  database support for data mining applications,"alexander hinneburg, dirk habich, wolfgang lehner",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,404,53e99c60b7602d970250fbc7,combioperator database support for data mining applications,"alexander hinneburg, wolfgang lehner, dirk habich",vldb,2003,3887,1.0
53909f8c20f70186a0e3fe46,"data morphing an adaptive, cacheconscious storage technique","richard a hankins, jignesh m patel",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,405,53e9a178b7602d9702a6b83c,"data morphing an adaptive, cacheconscious storage technique","richard a hankins, jignesh m patel",vldb,2003,3997,1.0
53909f8c20f70186a0e3fe25,the history of histograms abridged,yannis ioannidis,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,406,53e9b5c2b7602d970410f5a3,the history of histograms abridged,yannis e ioannidis,vldb,2003,3842,0.9624999999999999
53909f8c20f70186a0e3fe3f,tuple routing strategies for distributed eddies,"feng tian, david j dewitt",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,407,53e9a51cb7602d9702e3c359,tuple routing strategies for distributed eddies,"feng tian, david j dewitt",vldb,2003,3875,1.0
53909f8c20f70186a0e3fe51,systematic development of data miningbased data quality tools,"dominik luebbers, udo grimmer, matthias jarke",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,408,53e9af13b7602d970394e3f3,systematic development of data miningbased data quality tools,"dominik lübbers, udo grimmer, matthias jarke",vldb,2003,4309,0.9553191489361701
53909f8c20f70186a0e3fe3d,load shedding in a data stream manager,"nesime tatbul, uğur çetintemel, stan zdonik, mitch cherniack, michael stonebraker",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,409,53e9b444b7602d9703f420f1,load shedding in a data stream manager,"nesime tatbul, ugur çetintemel, stanley b zdonik, mitch cherniack, michael stonebraker",vldb,2003,3714,0.9524390243902439
53909f8c20f70186a0e3fe2a,a framework for clustering evolving data streams,"charu c aggarwal, jiawei han, jianyong wang, philip s yu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,410,53e9a85cb7602d97031a708b,a framework for clustering evolving data streams,"charu c aggarwal, jiawei han, jianyong wang, philip s yu",vldb,2003,3103,1.0
53909f8c20f70186a0e3fe4b,starcubing computing iceberg cubes by topdown and bottomup integration,"dong xin, jiawei han, xiaolei li, benjamin w wah",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,411,53e998cdb7602d9702105a86,starcubing computing iceberg cubes by topdown and bottomup integration,"dong xin, jiawei han, xiaolei li, benjamin w wah",vldb,2003,4264,1.0
53909f8c20f70186a0e3fe4a,finding hierarchical heavy hitters in data streams,"graham cormode, flip korn, s muthukrishnan, divesh srivastava",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,412,53e9aebcb7602d97038e2a4e,finding hierarchical heavy hitters in data streams,"graham cormode, flip korn, s muthukrishnan, divesh srivastava",vldb,2003,4739,1.0
53909f8c20f70186a0e3fe3e,querying the internet with pier,"ryan huebsch, joseph m hellerstein, nick lanham, boon thau loo, scott shenker, ion stoica",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,413,53e9ace9b7602d97036c80bb,querying the internet with pier,"ryan huebsch, joseph m hellerstein, nick lanham, boon thau loo, scott shenker, ion stoica",vldb,2003,3717,1.0
53909f8c20f70186a0e3fe52,"adaptive, handsoff stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,414,53e99a52b7602d97022ba714,"adaptive, unsupervised stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",vldb j,2004,4067,0.72
53909f8c20f70186a0e3fe52,"adaptive, handsoff stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,414,53e9aafab7602d970347fcab,"adaptive, handsoff stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",vldb,2003,4268,1.0
53909f8c20f70186a0e3fe4e,continuous knearest neighbor queries for continuously moving points with updates,"glenn s iwerks, hanan samet, ken smith",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,415,53e9aa49b7602d97033b810e,continuous knearest neighbor queries for continuously moving points with updates,"glenn s iwerks, hanan samet, kenneth p smith",vldb,2003,4893,0.955
53909f8c20f70186a0e3fe53,composing mappings among data sources,"jayant madhavan, alon y halevy",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,416,53e9ac62b7602d97036346d9,composing mappings among data sources,"jayant madhavan, alon y halevy",vldb,2003,3661,1.0
53909f8c20f70186a0e3fe4d,processing sliding window multijoins in continuous queries over data streams,"lukasz golab, m tamer özsu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,417,53e9a178b7602d9702a6c09d,processing sliding window multijoins in continuous queries over data streams,"lukasz golab, m tamer özsu",vldb,2003,4020,1.0
53909f8c20f70186a0e3fe4f,staircase join teach a relational dbms to watch its axis steps,"torsten grust, maurice van keulen, jens teubner",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,418,53e9a13fb7602d9702a33280,staircase join teach a relational dbms to watch its axis steps,"torsten grust, maurice van keulen, jens teubner",vldb,2003,3490,1.0
53909f8c20f70186a0e3fe3a,holistic twig joins on indexed xml documents,"haifeng jiang, wei wang, hongjun lu, jeffrey xu yu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,419,53e9a813b7602d97031594e3,holistic twig joins on indexed xml documents,"haifeng jiang, wei wang 0011, hongjun lu, jeffrey xu yu",vldb,2003,4703,0.9680851063829787
53909f8c20f70186a0e3fe50,checks and balances monitoring data quality problems in network traffic databases,"flip korn, s muthukrishnan, yunyue zhu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,420,53e9b15ab7602d9703be095d,checks and balances monitoring data quality problems in network traffic databases,"flip korn, s muthukrishnan, yunyue zhu",vldb,2003,3834,1.0
53909f8c20f70186a0e3fe4c,coarsegrained optimization techniques for rewriting sql statement sequences,"tobias kraft, holger schwarz, ralf rantzau, bernhard mitschang",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,421,53e9aa50b7602d97033c1230,coarsegrained optimization techniques for rewriting sql statement sequences,"tobias kraft, holger schwarz, ralf rantzau, bernhard mitschang",vldb,2003,3722,1.0
53909f8c20f70186a0e3fe41,wiseintegrator an automatic integrator of web search interfaces for ecommerce,"hai he, weiyi meng, clement yu, zonghuan wu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,422,53e9a689b7602d9702fbae9b,wiseintegrator an automatic integrator of web search interfaces for ecommerce,"hai he, weiyi meng, clement t yu, zonghuan wu",vldb,2003,3988,0.9849999999999999
53909f8c20f70186a0e3fe35,projecting xml documents,"amélie marian, jérôme siméon",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,423,53e99832b7602d9702056c3d,projecting xml documents,"amélie marian, jérôme siméon",vldb,2003,3706,1.0
53909f8c20f70186a0e3fe45,buffering accesses to memoryresident index structures,"jingren zhou, kenneth a ross",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,424,53e9b768b7602d970430e1a3,buffering accesses to memoryresident index structures,"jingren zhou, kenneth a ross",vldb,2003,4443,1.0
53909f8c20f70186a0e3fe42,sash a selfadaptive histogram set for dynamically changing workloads,"lipyeow lim, min wang, jeffrey scott vitter",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,425,53e9a76db7602d97030a6a12,sash a selfadaptive histogram set for dynamically changing workloads,"lipyeow lim, min wang, jeffrey scott vitter",vldb,2003,4871,1.0
53909f8c20f70186a0e3fe27,xsearch a semantic search engine for xml,"sara cohen, jonathan mamou, yaron kanza, yehoshua sagiv",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,426,53e99d28b7602d97025df472,xsearch a semantic search engine for xml,"sara cohen, jonathan mamou, yaron kanza, yehoshua sagiv",vldb,2003,4266,1.0
53909f8c20f70186a0e3fe34,mars a system for publishing xml from mixed and redundant storage,"alin deutsch, val tannen",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,427,53e9a825b7602d970316fa4c,mars a system for publishing xml from mixed and redundant storage,"alin deutsch, val tannen",vldb,2003,3986,1.0
53909f8c20f70186a0e3fe40,"aquery query language for ordered data, optimization techniques, and experiments","alberto lerner, dennis shasha",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,428,53e997e4b7602d9701fdbae1,"aquery query language for ordered data, optimization techniques, and experiments","alberto lerner, dennis shasha",vldb,2003,3418,1.0
53909f8c20f70186a0e3fe2e,optimized query execution in large search engines with global page ordering,"xiaohui long, torsten suel",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,429,53e9aa16b7602d9703384d4e,optimized query execution in large search engines with global page ordering,"xiaohui long, torsten suel",vldb,2003,4126,1.0
53909f8c20f70186a0e3fe36,mixed mode xml query processing,"alan halverson, josef burger, leonidas galanis, ameet kini, rajasekar krishnamurthy, ajith nagaraja rao, feng tian, stratis d viglas, yuan wang, jeffrey f naughton, david j dewitt",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,430,53e9b043b7602d9703aa66c2,mixed mode xml query processing,"alan halverson, josef burger, leonidas galanis, ameet kini, rajasekar krishnamurthy, ajith nagaraja rao, feng tian, stratis viglas, yuan wang, jeffrey f naughton, david j dewitt",vldb,2003,4332,0.9979729729729729
53909f8c20f70186a0e3fe2f,path queries on compressed xml,"peter buneman, martin grohe, christoph koch",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,431,53e9aec4b7602d97038eab1c,path queries on compressed xml,"peter buneman, martin grohe, christoph koch",vldb,2003,3099,1.0
53909f8c20f70186a0e3fe59,the generalized pregrouping transformation aggregatequery optimization in the presence of dependencies,"aris tsois, timos sellis",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,432,53e9a603b7602d9702f2ec69,the generalized pregrouping transformation aggregatequery optimization in the presence of dependencies,"aris tsois, timos k sellis",vldb,2003,3778,0.9739130434782608
53909f8c20f70186a0e3fe5c,tabular placement of relational data on memsbased storage devices,"hailing yu, divyakant agrawal, amr el abbadi",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,433,53e9a797b7602d97030cf9a4,tabular placement of relational data on memsbased storage devices,"hailing yu, divyakant agrawal, amr el abbadi",vldb,2003,3712,1.0
53909f8c20f70186a0e3fe5d,memory requirements for query execution in highly constrained devices,"nicolas anciaux, luc bouganim, philippe pucheral",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,434,53e9adaab7602d97037a8db4,memory requirements for query execution in highly constrained devices,"nicolas anciaux, luc bouganim, philippe pucheral",vldb,2003,3394,1.0
53909f8c20f70186a0e3fe58,temporal slicing in the evaluation of xml queries,"dengfeng gao, richard t snodgrass",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,435,53e9b443b7602d9703f3e6ee,temporal slicing in the evaluation of xml queries,"dengfeng gao, richard t snodgrass",vldb,2003,3392,1.0
53909f8c20f70186a0e3fe5b,bhunt automatic discovery of fuzzy algebraic constraints in relational data,"paul g brown, peter j hass",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,436,53e9adffb7602d9703805c56,bhunt automatic discovery of fuzzy algebraic constraints in relational data,"paul brown, peter j haas",vldb,2003,4731,0.9142857142857143
53909f8c20f70186a0e3fe63,anipqo almost nonintrusive parametric query optimization for nonlinear cost functions,"arvind hulgeri, s sudarshan",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,437,53e9986eb7602d97020ac05e,anipqo almost nonintrusive parametric query optimization for nonlinear cost functions,"arvind hulgeri, s sudarshan 0001",vldb,2003,3493,0.9516129032258064
53909f8c20f70186a0e3fe54,mapping adaptation under evolving schemas,"yannis velegrakis, renée j miller, lucian popa",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,438,53e9af46b7602d970398382f,mapping adaptation under evolving schemas,"yannis velegrakis, renée j miller, lucian popa",vldb,2003,4877,1.0
53909f8c20f70186a0e3fe64,efficient approximation of optimization queries under parametric aggregation constraints,"sudipto guha, dimitrios gunopoulos, nick koudas, divesh srivastava, michail vlachos",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,439,53e9b641b7602d970419d437,efficient approximation of optimization queries under parametric aggregation constraints,"sudipto guha, dimitrios gunopulos, nick koudas, divesh srivastava, michail vlachos",vldb,2003,3499,0.98
53909f8c20f70186a0e3fe6d,robust estimation with sampling and approximate preaggregation,christopher jermaine,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,441,53e99d4bb7602d97026000de,robust estimation with sampling and approximate preaggregation,chris jermaine,vldb,2003,4748,0.8909090909090909
53909f8c20f70186a0e3fe6f,oasis an online and accurate technique for localalignment searches on biological sequences,"colin meek, jignesh m patel, shruti kasetty",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,442,53e9a2b2b7602d9702bba0fd,oasis an online and accurate technique for localalignment searches on biological sequences,"colin meek, jignesh m patel, shruti kasetty",vldb,2003,4881,1.0
53909f8c20f70186a0e3fe72,improving performance with bulkinserts in oracle rtrees,"ning an, ravi kanth, v kothuri, siva ravada",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,443,53e9bb9ab7602d97047e2ba2,improving performance with bulkinserts in oracle rtrees,"ning an, kothuri venkata ravi kanth, siva ravada",vldb,2003,3340,0.9454545454545454
53909f8c20f70186a0e3fe71,data compression in oracle,"meikel poess, dmitry potapov",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,444,53e99a04b7602d970224f8e9,data compression in oracle,"meikel pöss, dmitry potapov",vldb,2003,3654,0.9379310344827586
53909f8c20f70186a0e3fe73,statistics on views,"césar a galindolegaria, milind m joshi, florian waas, mingchuan wu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,445,53e99821b7602d970203ea94,statistics on views,"césar a galindolegaria, milind joshi, florian waas, mingchuan wu",vldb,2003,4409,0.994642857142857
53909f8c20f70186a0e3fe76,capturing global transactions from multiple recovery log files in a partitioned database system,"chengfei liu, bruce g lindsay, serge bourbonnais, elizabeth b hamel, tuong c truong, jens stankiewitz",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,446,53e9b72cb7602d97042c408e,capturing global transactions from multiple recovery log files in a partitioned database system,"chengfei liu, bruce g lindsay 0001, serge bourbonnais, elizabeth hamel, tuong c truong, jens stankiewitz",vldb,2003,3396,0.9804347826086957
53909f8c20f70186a0e3fe74,efficient query processing for multidimensionally clustered tables in db2,"bishwaranjan bhattacharjee, sriram padmanabhan, timothy malkemus, tony lai, leslie cranston, matthew huras",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,447,53e9a026b7602d970290b149,efficient query processing for multidimensionally clustered tables in db2,"bishwaranjan bhattacharjee, sriram padmanabhan, timothy malkemus, tony lai, leslie cranston, matthew huras",vldb,2003,4275,1.0
53909f8c20f70186a0e3fe70,privacypreserving indexing of documents on the network,"mayank bawa, roberto j bayardo, jr, rakesh agrawal",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,449,53e9a3cdb7602d9702ce25d9,privacypreserving indexing of documents on the network,"mayank bawa, roberto j bayardo jr, rakesh agrawal",vldb,2003,4010,1.0
53909f8c20f70186a0e3fe7e,a database striptease or how to manage your personal databases,"martin kersten, gerhard weikum, michael franklin, daniel keim, alex buchmann, surajit chaudhuri",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,450,53e9aa5cb7602d97033c9f05,a database striptease or how to manage your personal databases,"martin l kersten, gerhard weikum, michael j franklin, daniel a keim, alejandro p buchmann, surajit chaudhuri",vldb,2003,4265,0.9515151515151514
53909f8c20f70186a0e3fe80,illuminating the dark side of web services,michael l brodie,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,451,53e9a34ab7602d9702c5457c,illuminating the dark side of web services,michael l brodie,vldb,2003,3651,1.0
53909f8c20f70186a0e3fe6c,locating data sources in large distributed systems,"leonidas galanis, yuan wang, shawn r jeffery, david j dewitt",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,452,53e9b0c7b7602d9703b3dbb9,locating data sources in large distributed systems,"leonidas galanis, yuan wang, shawn r jeffery, david j dewitt",vldb,2003,4291,1.0
53909f8c20f70186a0e3fe82,orientstore a schema based native xml storage system,"xiaofeng meng, daofeng luo, mong li lee, jing an",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,453,53e9be64b7602d9704b21d64,orientstore a schema based native xml storage system,"xiaofeng meng, daofeng luo, mongli lee, jing an",vldb,2003,4426,0.9749999999999999
53909f8c20f70186a0e3fe62,supporting topk join queries in relational databases,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,454,53e9afcdb7602d9703a21cb7,supporting topk join queries in relational databases,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb,2003,3346,1.0
53909f8c20f70186a0e3fe89,chameleon an extensible and customizable tool for web data translation,"riccardo torlone, paolo atzeni",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,455,53e9a89bb7602d97031e9380,chameleon an extensible and customizable tool for web data translation,"riccardo torlone, paolo atzeni",vldb,2003,3330,1.0
53909f8c20f70186a0e3fe77,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,456,53e9b30ab7602d9703dd0dc1,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb,2003,3969,1.0
53909f8c20f70186a0e3fe77,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,456,53e9b59ab7602d97040dd25b,the bea streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan",vldb j,2004,4187,0.731782945736434
53909f8c20f70186a0e3fe81,xcerpt and visxcerpt from patternbased to visual querying of xml and semistructured data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,457,53e9b109b7602d9703b89a8a,xcerpt and visxcerpt from patternbased to visual querying of xml and semistructured data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",vldb,2003,3869,1.0
53909f8c20f70186a0e3fe8a,"nexusscout an advanced locationbased application on a distributed, open mediation platform","daniela nicklas, matthias grossmann, thomas schwarz",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,458,53e9b01db7602d9703a79552,"nexusscout an advanced locationbased application on a distributed, open mediation platform","daniela nicklas, matthias großmann, thomas schwarz",vldb,2003,3755,0.9588235294117646
53909f8c20f70186a0e3fe8b,schemadriven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun, f dang ngoc, t milo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,459,53e9a1fab7602d9702afc679,schemadriven customization of web services,"serge abiteboul, bernd amann, jérôme baumgarten, omar benjelloun, frederic dang ngoc, tova milo",vldb,2003,3472,0.8806451612903226
53909f8c20f70186a0e3fe88,web service composition with ogrape and osiris,"roger weber, christoph schuler, patrick neukomm, heiko schuldt, hansj schek",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,460,53e9aff4b7602d9703a4878f,webservice composition with ogrape and osiris,"roger weber, christoph schuler, patrick neukomm, heiko schuldt, hansjörg schek",vldb,2003,3795,0.7144230769230769
53909f8c20f70186a0e3fe8c,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,461,53e9a682b7602d9702fb5f2a,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb,2003,3086,1.0
53909f8c20f70186a0e3fe75,a platform based on the multidimensional data modal for analysis of biomolecular structures,"srinath srinivasa, sujit kumar",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,462,53e9b373b7602d9703e522c1,a platform based on the multidimensional data model for analysis of biomolecular structures,"srinath srinivasa, sujit kumar",vldb,2003,3788,0.8999999999999999
53909f8c20f70186a0e3fe6e,controlling access to published data using cryptography,"gerome miklau, dan suciu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,463,53e9b9e7b7602d97045e1a7d,controlling access to published data using cryptography,"gerome miklau, dan suciu",vldb,2003,3999,1.0
53909f8c20f70186a0e3fe92,an interpolated volume data model,"tianqiu wang, simone santini, amarnath gupta",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,464,53e9ab4fb7602d97034df792,an interpolated volume data model,"tianqiu wang, simone santini, amarnath gupta",vldb,2003,3122,1.0
53909f8c20f70186a0e3fe8e,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,465,53e9a317b7602d9702c2071d,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb,2003,4323,1.0
53909f8c20f70186a0e3fe93,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,466,53e9adc8b7602d97037d1690,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb,2003,3388,1.0
53909f8c20f70186a0e3fe83,managing distributed workspaces with active xml,"serge abiteboul, jérôme baumgarten, angela bonifati, grégory cobéna, cosmin cremarenco, florin dragan, ioana manolescu, tova milo, nicoleta preda",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,467,53e9a4e4b7602d9702e05704,managing distributed workspaces with active xml,"serge abiteboul, jérôme baumgarten, angela bonifati, gregory cobena, cosmin cremarenco, florin dragan, ioana manolescu, tova milo, nicoleta preda",vldb,2003,4410,0.9733333333333333
53909f8c20f70186a0e3fe91,business modeling using sql spreadsheets,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,468,53e9aa9cb7602d9703413318,business modelling using sql spreadsheets,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",vldb,2003,3333,0.7666666666666666
