paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,key,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,common_authors,num_authors_df1,num_authors_df2,similarity_score,ID
558ce80de4b0bb3102a0c8ac,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004,193,1,53e99b0ab7602d970239c219,reminiscences on influential papers,"kenneth a ross, johannes gehrke, jun rao",sigmod record,2003,2963,{'kenneth a ross'},1,3,0.825,558ce80de4b0bb3102a0c8ac53e99b0ab7602d970239c219reminiscences on influential papersreminiscences on influential papers
5390979920f70186a0e00cd7,guest editorial to the special issue on data stream processing,"johannes gehrke, m hellerstein",the vldb journal  the international journal on very large data bases,2004,195,1,53e9aa3ab7602d97033a483b,guest editorial to the special issue on data stream processing,"johannes gehrke, joseph m hellerstein",vldb j,2004,4156,{'johannes gehrke'},2,2,0.9571428571428571,5390979920f70186a0e00cd753e9aa3ab7602d97033a483bguest editorial to the special issue on data stream processingguest editorial to the special issue on data stream processing
5390979920f70186a0e00cd5,tracking setexpression cardinalities over continuous update streams,"sumit ganguly, minos garofalakis, rajeev rastogi",the vldb journal  the international journal on very large data bases,2004,196,1,53e9a7c0b7602d97030fbea0,processing set expressions over continuous update streams,"sumit ganguly, minos n garofalakis, rajeev rastogi",sigmod conference,2003,3823,"{'rajeev rastogi', 'sumit ganguly'}",3,3,0.5666666666666667,5390979920f70186a0e00cd553e9a7c0b7602d97030fbea0tracking setexpression cardinalities over continuous update streamsprocessing set expressions over continuous update streams
5390979920f70186a0e00cd5,tracking setexpression cardinalities over continuous update streams,"sumit ganguly, minos garofalakis, rajeev rastogi",the vldb journal  the international journal on very large data bases,2004,196,1,53e9ace2b7602d97036c0862,tracking setexpression cardinalities over continuous update streams,"sumit ganguly, minos n garofalakis, rajeev rastogi",vldb j,2004,4922,"{'rajeev rastogi', 'sumit ganguly'}",3,3,0.9866666666666666,5390979920f70186a0e00cd553e9ace2b7602d97036c0862tracking setexpression cardinalities over continuous update streamstracking setexpression cardinalities over continuous update streams
5390979920f70186a0e00cd6,balancing energy efficiency and quality of aggregate data in sensor networks,"a sharaf, jonathan beaver, alexandros labrinidis, k chrysanthis",the vldb journal  the international journal on very large data bases,2004,197,1,53e9a603b7602d9702f2e2f1,balancing energy efficiency and quality of aggregate data in sensor networks,"mohamed a sharaf, jonathan beaver, alexandros labrinidis, panos k chrysanthis",vldb j,2004,4080,"{'jonathan beaver', 'alexandros labrinidis'}",4,4,0.9458333333333333,5390979920f70186a0e00cd653e9a603b7602d9702f2e2f1balancing energy efficiency and quality of aggregate data in sensor networksbalancing energy efficiency and quality of aggregate data in sensor networks
5390979920f70186a0e00cd2,operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",the vldb journal  the international journal on very large data bases,2004,198,1,53e9b02fb7602d9703a8a898,operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",vldb j,2004,4172,"{'mayur datar', 'rajeev motwani', 'brian babcock', 'dilys thomas', 'shivnath babu'}",5,5,1.0,5390979920f70186a0e00cd253e9b02fb7602d9703a8a898operator scheduling in data stream systemsoperator scheduling in data stream systems
5390979920f70186a0e00cd2,operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",the vldb journal  the international journal on very large data bases,2004,198,1,53e99f2db7602d97027f8653,chain  operator scheduling for memory minimization in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani",sigmod conference,2003,4860,"{'brian babcock', 'mayur datar', 'rajeev motwani', 'shivnath babu'}",5,4,0.6619354838709677,5390979920f70186a0e00cd253e99f2db7602d97027f8653operator scheduling in data stream systemschain  operator scheduling for memory minimization in data stream systems
5390979920f70186a0e00cd3,retrospective on aurora,"hari balakrishnan, magdalena balazinska, don carney, uğur çetintemel, mitch cherniack, christian convey, eddie galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stan zdonik",the vldb journal  the international journal on very large data bases,2004,199,1,53e99818b7602d97020327b1,retrospective on aurora,"hari balakrishnan, magdalena balazinska, donald carney, ugur çetintemel, mitch cherniack, christian convey, eduardo f galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stanley b zdonik",vldb j,2004,4083,"{'magdalena balazinska', 'hari balakrishnan', 'jon salz', 'nesime tatbul', 'michael stonebraker', 'richard tibbetts', 'christian convey', 'mitch cherniack'}",12,12,0.9576271186440677,5390979920f70186a0e00cd353e99818b7602d97020327b1retrospective on auroraretrospective on aurora
5390979920f70186a0e00cd4,finding hot query patterns over an xquery stream,"huai yang, li lee, wynne hsu",the vldb journal  the international journal on very large data bases,2004,200,1,53e9bbc8b7602d9704814149,finding hot query patterns over an xquery stream,"liang huai yang, mongli lee, wynne hsu",vldb j,2004,4057,{'wynne hsu'},3,3,0.9272727272727272,5390979920f70186a0e00cd453e9bbc8b7602d9704814149finding hot query patterns over an xquery streamfinding hot query patterns over an xquery stream
5390980720f70186a0e01e39,from semantic integration to semantics management case studies and a way forward,"arnon rosenthal, len seligman, scott renner",acm sigmod record,2004,203,1,53e9b98ab7602d970457d0e7,from semantic integration to semantics management case studies and a way forward,"arnon rosenthal, leonard j seligman, scott renner",sigmod record,2004,2929,"{'scott renner', 'arnon rosenthal'}",3,3,0.9375,5390980720f70186a0e01e3953e9b98ab7602d970457d0e7from semantic integration to semantics management case studies and a way forwardfrom semantic integration to semantics management case studies and a way forward
5390980720f70186a0e01e37,kanata adaptation and evolution in data sharing systems,"periklis andritsos, ariel fuxman, anastasios kementsietsidis, renée j miller, yannis velegrakis",acm sigmod record,2004,204,1,53e9be5db7602d9704b1f543,kanata adaptation and evolution in data sharing systems,"periklis andritsos, ariel fuxman, anastasios kementsietsidis, renée j miller, yannis velegrakis",sigmod record,2004,2988,"{'yannis velegrakis', 'renée j miller', 'periklis andritsos', 'ariel fuxman', 'anastasios kementsietsidis'}",5,5,1.0,5390980720f70186a0e01e3753e9be5db7602d9704b1f543kanata adaptation and evolution in data sharing systemskanata adaptation and evolution in data sharing systems
5390980720f70186a0e01e36,matching large xml schemas,"erhard rahm, honghai do, sabine maßmann",acm sigmod record,2004,205,1,53e99a67b7602d97022d556a,matching large xml schemas,"erhard rahm, hong hai do, sabine massmann",sigmod record,2004,3064,{'erhard rahm'},3,3,0.9249999999999999,5390980720f70186a0e01e3653e99a67b7602d97022d556amatching large xml schemasmatching large xml schemas
5390980720f70186a0e01e35,a holistic paradigm for large scale schema matching,"bin he, kevin chenchuan chang",acm sigmod record,2004,206,1,53e9ad63b7602d970374bbc7,a holistic paradigm for large scale schema matching,"bin he, kevin chenchuan chang",sigmod record,2004,3742,"{'bin he', 'kevin chenchuan chang'}",2,2,1.0,5390980720f70186a0e01e3553e9ad63b7602d970374bbc7a holistic paradigm for large scale schema matchinga holistic paradigm for large scale schema matching
558e0a000cf2c779a64768b0,book review column,karl aberer,acm sigmod record,2004,207,1,53e997e9b7602d9701fe4526,book review column,karl aberer,sigmod record,2001,3022,{'karl aberer'},1,1,1.0,558e0a000cf2c779a64768b053e997e9b7602d9701fe4526book review columnbook review column
558e0a000cf2c779a64768b0,book review column,karl aberer,acm sigmod record,2004,207,1,53e997e9b7602d9701fe4527,book review column,karl aberer,sigmod record,2003,3260,{'karl aberer'},1,1,1.0,558e0a000cf2c779a64768b053e997e9b7602d9701fe4527book review columnbook review column
558e0a000cf2c779a64768b0,book review column,karl aberer,acm sigmod record,2004,207,1,53e997e9b7602d9701fe4525,book review column,karl aberer,sigmod record,2003,4961,{'karl aberer'},1,1,1.0,558e0a000cf2c779a64768b053e997e9b7602d9701fe4525book review columnbook review column
5390980720f70186a0e01e40,"review of emergence and convergence qualitative novelty and the unity of knowledge by mario bunge, university of toronto press, 2004, isbn 0802088600",haim kilov,acm sigmod record,2004,208,1,53e9997eb7602d97021bd8fd,emergence and convergence qualitative novelty and the unity of knowledge by mario bunge,haim kilov,sigmod record,2004,3909,{'haim kilov'},1,1,0.685,"5390980720f70186a0e01e4053e9997eb7602d97021bd8fdreview of emergence and convergence qualitative novelty and the unity of knowledge by mario bunge, university of toronto press, 2004, isbn 0802088600emergence and convergence qualitative novelty and the unity of knowledge by mario bunge"
5390980720f70186a0e01e42,"report on the first xquery implementation, experience and perspectives workshop ximep","ioana manolescu, yannis papakonstantinou",acm sigmod record,2004,209,1,53e9b152b7602d9703bd3739,"report on the first xquery implementation, experience, and perspectives workshop ximep","ioana manolescu, yannis papakonstantinou",sigmod record,2004,2926,"{'yannis papakonstantinou', 'ioana manolescu'}",2,2,0.8833333333333333,"5390980720f70186a0e01e4253e9b152b7602d9703bd3739report on the first xquery implementation, experience and perspectives workshop ximepreport on the first xquery implementation, experience, and perspectives workshop ximep"
5390980720f70186a0e01e41,report on the seventh edbt summer school xml  databases,"riccardo torlone, paolo atzeni",acm sigmod record,2004,210,1,53e9bd98b7602d9704a459d7,report on the 7th edbt summer school xml and databases,"riccardo torlone, paolo atzeni",sigmod record,2004,2974,"{'paolo atzeni', 'riccardo torlone'}",2,2,0.8090909090909091,5390980720f70186a0e01e4153e9bd98b7602d9704a459d7report on the seventh edbt summer school xml  databasesreport on the 7th edbt summer school xml and databases
5390980720f70186a0e01e33,introduction to the special issue on semantic integration,"anhai doan, natalya f noy, alon y halevy",acm sigmod record,2004,211,1,53e9b4ceb7602d9703fed728,introduction to the special issue on semantic integration,"anhai doan, natalya fridman noy, alon y halevy",sigmod record,2004,3916,"{'alon y halevy', 'anhai doan'}",3,3,0.9511627906976744,5390980720f70186a0e01e3353e9b4ceb7602d9703fed728introduction to the special issue on semantic integrationintroduction to the special issue on semantic integration
5390980720f70186a0e01e38,industrialstrength schema matching,"philip a bernstein, sergey melnik, michalis petropoulos, christoph quix",acm sigmod record,2004,212,1,53e99a92b7602d970230722d,industrialstrength schema matching,"philip a bernstein, sergey melnik, michalis petropoulos, christoph quix",sigmod record,2004,4767,"{'sergey melnik', 'philip a bernstein', 'christoph quix', 'michalis petropoulos'}",4,4,1.0,5390980720f70186a0e01e3853e99a92b7602d970230722dindustrialstrength schema matchingindustrialstrength schema matching
5390980720f70186a0e01e3b,ontologies and semantics for seamless connectivity,"michael uschold, michael gruninger",acm sigmod record,2004,213,1,53e9b8a8b7602d9704481e06,ontologies and semantics for seamless connectivity,"michael uschold, michael grüninger",sigmod record,2004,4953,{'michael uschold'},2,2,0.9379310344827586,5390980720f70186a0e01e3b53e9b8a8b7602d9704481e06ontologies and semantics for seamless connectivityontologies and semantics for seamless connectivity
5390980720f70186a0e01e43,report on the first twente data management workshop on xml databases and information retrieval,"djoerd hiemstra, vojkan mihajlović",acm sigmod record,2004,214,1,53e9a645b7602d9702f75b81,report on the first twente data management workshop on xml databases and information retrieval,"djoerd hiemstra, vojkan mihajlovic",sigmod record,2004,4984,{'djoerd hiemstra'},2,2,0.9666666666666666,5390980720f70186a0e01e4353e9a645b7602d9702f75b81report on the first twente data management workshop on xml databases and information retrievalreport on the first twente data management workshop on xml databases and information retrieval
5590da7c0cf2baaad9717432,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004,215,1,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,{'kenneth a ross'},1,3,0.5049056603773585,5590da7c0cf2baaad971743253e99b04b7602d97023955a6reminiscences on influential papersreminiscences an influential papers
5590da7c0cf2baaad9717432,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004,215,1,53e99b0ab7602d970239c219,reminiscences on influential papers,"kenneth a ross, johannes gehrke, jun rao",sigmod record,2003,2963,{'kenneth a ross'},1,3,0.825,5590da7c0cf2baaad971743253e99b0ab7602d970239c219reminiscences on influential papersreminiscences on influential papers
5390980720f70186a0e01e34,automatic direct and indirect schema mapping experiences and lessons learned,"david w embley, li xu, yihong ding",acm sigmod record,2004,216,1,53e9ae1cb7602d970382dc4b,automatic direct and indirect schema mapping experiences and lessons learned,"david w embley, li xu, yihong ding",sigmod record,2004,3574,"{'li xu', 'yihong ding', 'david w embley'}",3,3,1.0,5390980720f70186a0e01e3453e9ae1cb7602d970382dc4bautomatic direct and indirect schema mapping experiences and lessons learnedautomatic direct and indirect schema mapping experiences and lessons learned
5390980720f70186a0e01e3a,"multiplex, fusionplex and autoplex three generations of information integration","amihai motro, jacob berlin, philipp anokhin",acm sigmod record,2004,217,1,53e9ba85b7602d97046a99f2,"multiplex, fusionplex, and autoplex  three generations of information integration","amihai motro, jacob berlin, philipp anokhin",sigmod record,2004,2925,"{'jacob berlin', 'amihai motro', 'philipp anokhin'}",3,3,0.8599999999999999,"5390980720f70186a0e01e3a53e9ba85b7602d97046a99f2multiplex, fusionplex and autoplex three generations of information integrationmultiplex, fusionplex, and autoplex  three generations of information integration"
5390980720f70186a0e01e3d,ubidata requirements and architecture for ubiquitous data access,"abdelsalam helal, joachim hammer",acm sigmod record,2004,218,1,53e9a448b7602d9702d66728,ubidata requirements and architecture for ubiquitous data access,"abdelsalam helal, joachim hammer",sigmod record,2004,3014,"{'abdelsalam helal', 'joachim hammer'}",2,2,1.0,5390980720f70186a0e01e3d53e9a448b7602d9702d66728ubidata requirements and architecture for ubiquitous data accessubidata requirements and architecture for ubiquitous data access
5390980720f70186a0e01e3f,"review of web services by g alonso, f casati, h kuno, and v machiraju, springerverlag, 2004, isbn 30540440089",dirk wodtke,acm sigmod record,2004,219,1,53e99e0bb7602d97026cc2d8,"web services  by g alonso, f casati, h kuno, v machiraju",dirk wodtke,sigmod record,2004,4834,{'dirk wodtke'},1,1,0.6684210526315789,"5390980720f70186a0e01e3f53e99e0bb7602d97026cc2d8review of web services by g alonso, f casati, h kuno, and v machiraju, springerverlag, 2004, isbn 30540440089web services  by g alonso, f casati, h kuno, v machiraju"
53909f6920f70186a0e3a962,data routing rather than databases the meaning of the next wave of the web revolution to data management,adam bosworth,vldb 02 proceedings of the 28th international conference on very large data bases,2002,272,1,53e9a848b7602d97031940b0,data routing rather than databases the meaning of the next wave of the web revolution to data management,adam bosworth,vldb,2002,3384,{'adam bosworth'},1,1,1.0,53909f6920f70186a0e3a96253e9a848b7602d97031940b0data routing rather than databases the meaning of the next wave of the web revolution to data managementdata routing rather than databases the meaning of the next wave of the web revolution to data management
53909f6920f70186a0e3a964,"wireless graffiti data, data everywhere","tomasz imielinski, badri nath",vldb 02 proceedings of the 28th international conference on very large data bases,2002,275,1,53e99beab7602d9702493846,"wireless graffiti  data, data everywhere matters","tomasz imielinski, b r badrinath",vldb,2002,3501,{'tomasz imielinski'},2,2,0.8127450980392157,"53909f6920f70186a0e3a96453e99beab7602d9702493846wireless graffiti data, data everywherewireless graffiti  data, data everywhere matters"
53909f6920f70186a0e3a96a,structural function inlining technique for structurally recursive xml queries,"changwon park, junki min, chinwan chung",vldb 02 proceedings of the 28th international conference on very large data bases,2002,281,1,53e9bb4bb7602d97047886bd,structural function inlining technique for structurally recursive xml queries,"changwon park, junki min, chinwan chung",vldb,2002,3473,"{'chinwan chung', 'changwon park', 'junki min'}",3,3,1.0,53909f6920f70186a0e3a96a53e9bb4bb7602d97047886bdstructural function inlining technique for structurally recursive xml queriesstructural function inlining technique for structurally recursive xml queries
53909f6920f70186a0e3a970,watermarking relational databases,"rakesh agrawal, jerry kiernan",vldb 02 proceedings of the 28th international conference on very large data bases,2002,282,1,53e9bb0fb7602d970474b559,a system for watermarking relational databases,"rakesh agrawal, peter j haas, jerry kiernan",sigmod conference,2003,4347,"{'rakesh agrawal', 'jerry kiernan'}",2,3,0.5621951219512195,53909f6920f70186a0e3a97053e9bb0fb7602d970474b559watermarking relational databasesa system for watermarking relational databases
53909f6920f70186a0e3a974,streaming queries over streaming data,"sirish chandrasekaran, michael j franklin",vldb 02 proceedings of the 28th international conference on very large data bases,2002,284,1,53e998c0b7602d97020fc417,psoup a system for streaming queries over streaming data,"sirish chandrasekaran, michael j franklin",vldb j,2003,3897,"{'michael j franklin', 'sirish chandrasekaran'}",2,2,0.6499999999999999,53909f6920f70186a0e3a97453e998c0b7602d97020fc417streaming queries over streaming datapsoup a system for streaming queries over streaming data
53909f6920f70186a0e3a97f,comparing data streams using hamming norms how to zero in,"graham cormode, mayur datar, piotr indyk, s muthukrishnan",vldb 02 proceedings of the 28th international conference on very large data bases,2002,285,1,53e9a22bb7602d9702b305af,comparing data streams using hamming norms how to zero in,"graham cormode, mayur datar, piotr indyk, s muthukrishnan",vldb,2002,4722,"{'piotr indyk', 'graham cormode', 'mayur datar', 's muthukrishnan'}",4,4,1.0,53909f6920f70186a0e3a97f53e9a22bb7602d9702b305afcomparing data streams using hamming norms how to zero incomparing data streams using hamming norms how to zero in
53909f6920f70186a0e3a97c,progressive merge join a generic and nonblocking sortbased join algorithm,"jenspeter dittrich, bernhard seeger, david scot taylor, peter widmayer",vldb 02 proceedings of the 28th international conference on very large data bases,2002,289,1,53e99b43b7602d97023e3b29,progressive merge join a generic and nonblocking sortbased join algorithm,"jenspeter dittrich, bernhard seeger, david scot taylor, peter widmayer",vldb,2002,3094,"{'david scot taylor', 'jenspeter dittrich', 'peter widmayer', 'bernhard seeger'}",4,4,1.0,53909f6920f70186a0e3a97c53e99b43b7602d97023e3b29progressive merge join a generic and nonblocking sortbased join algorithmprogressive merge join a generic and nonblocking sortbased join algorithm
53909f6920f70186a0e3a987,a case for fractured mirrors,"ravishankar ramamurthy, david j dewitt, qi su",vldb 02 proceedings of the 28th international conference on very large data bases,2002,292,1,53e9ab0eb7602d970349531c,a case for fractured mirrors,"ravishankar ramamurthy, david j dewitt, qi su",vldb j,2003,4183,"{'ravishankar ramamurthy', 'qi su', 'david j dewitt'}",3,3,1.0,53909f6920f70186a0e3a98753e9ab0eb7602d970349531ca case for fractured mirrorsa case for fractured mirrors
53909f6920f70186a0e3a984,distributed search over the hidden web hierarchical database sampling and selection,"panagiotis g ipeirotis, luis gravano",vldb 02 proceedings of the 28th international conference on very large data bases,2002,293,1,53e99f77b7602d970284c848,distributed search over the hidden web hierarchical database sampling and selection,"panagiotis g ipeirotis, luis gravano",vldb,2002,4868,"{'luis gravano', 'panagiotis g ipeirotis'}",2,2,1.0,53909f6920f70186a0e3a98453e99f77b7602d970284c848distributed search over the hidden web hierarchical database sampling and selectiondistributed search over the hidden web hierarchical database sampling and selection
53909f6920f70186a0e3a988,xpathlearner an online selftuning markov histogram for xml path selectivity estimation,"lipyeow lim, min wang, sriram padmanabhan, jeffrey scott vitter, ronald parr",vldb 02 proceedings of the 28th international conference on very large data bases,2002,294,1,53e99db1b7602d970266d987,xpathlearner an online selftuning markov histogram for xml path selectivity estimation,"lipyeow lim, min wang, sriram padmanabhan, jeffrey scott vitter, ronald parr",vldb,2002,4725,"{'sriram padmanabhan', 'min wang', 'jeffrey scott vitter', 'lipyeow lim', 'ronald parr'}",5,5,1.0,53909f6920f70186a0e3a98853e99db1b7602d970266d987xpathlearner an online selftuning markov histogram for xml path selectivity estimationxpathlearner an online selftuning markov histogram for xml path selectivity estimation
53909f6920f70186a0e3a98b,compressed accessibility map efficient access control for xml,"ting yu, divesh srivastava, laks v s lakshmanan, h v jagadish",vldb 02 proceedings of the 28th international conference on very large data bases,2002,296,1,53e9a8c5b7602d97032180b9,compressed accessibility map efficient access control for xml,"ting yu, divesh srivastava, laks v s lakshmanan, h v jagadish",vldb,2002,4276,"{'divesh srivastava', 'ting yu', 'laks v s lakshmanan', 'h v jagadish'}",4,4,1.0,53909f6920f70186a0e3a98b53e9a8c5b7602d97032180b9compressed accessibility map efficient access control for xmlcompressed accessibility map efficient access control for xml
53909f6920f70186a0e3a98d,provisions and obligations in policy management and security applications,"claudio bettini, sushil jajodia, x sean wang, duminda wijesekera",vldb 02 proceedings of the 28th international conference on very large data bases,2002,299,1,53e99c4bb7602d97024fa031,provisions and obligations in policy management and security applications,"claudio bettini, sushil jajodia, xiaoyang sean wang, duminda wijesekera",vldb,2002,4744,"{'claudio bettini', 'duminda wijesekera', 'sushil jajodia'}",4,4,0.9681818181818181,53909f6920f70186a0e3a98d53e99c4bb7602d97024fa031provisions and obligations in policy management and security applicationsprovisions and obligations in policy management and security applications
53909f6920f70186a0e3a99a,fast and accurate text classification via multiple linear discriminant projections,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",vldb 02 proceedings of the 28th international conference on very large data bases,2002,307,1,53e9acfdb7602d97036dacd3,fast and accurate text classification via multiple linear discriminant projections,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",vldb,2002,4014,"{'mahesh v soundalgekar', 'soumen chakrabarti', 'shourya roy'}",3,3,1.0,53909f6920f70186a0e3a99a53e9acfdb7602d97036dacd3fast and accurate text classification via multiple linear discriminant projectionsfast and accurate text classification via multiple linear discriminant projections
53909f6920f70186a0e3a99a,fast and accurate text classification via multiple linear discriminant projections,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",vldb 02 proceedings of the 28th international conference on very large data bases,2002,307,1,53e9a4b2b7602d9702dd2741,fast and accurate text classification via multiple linear discriminant projections pp,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",vldb j,2003,4161,"{'mahesh v soundalgekar', 'soumen chakrabarti', 'shourya roy'}",3,3,0.9363636363636363,53909f6920f70186a0e3a99a53e9a4b2b7602d9702dd2741fast and accurate text classification via multiple linear discriminant projectionsfast and accurate text classification via multiple linear discriminant projections pp
53909f6920f70186a0e3a999,protdb probabilistic data in xml,"andrew nierman, h v jagadish",vldb 02 proceedings of the 28th international conference on very large data bases,2002,308,1,53e9aed1b7602d97038fa413,protdb probabilistic data in xml,"andrew nierman, h v jagadish",vldb,2002,3497,"{'andrew nierman', 'h v jagadish'}",2,2,1.0,53909f6920f70186a0e3a99953e9aed1b7602d97038fa413protdb probabilistic data in xmlprotdb probabilistic data in xml
53909f6920f70186a0e3a99b,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb 02 proceedings of the 28th international conference on very large data bases,2002,318,1,53e9b4b4b7602d9703fccc99,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb,2002,3754,"{'yannis papakonstantinou', 'vagelis hristidis'}",2,2,1.0,53909f6920f70186a0e3a99b53e9b4b4b7602d9703fccc99discover keyword search in relational databasesdiscover keyword search in relational databases
53909f6920f70186a0e3a99b,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb 02 proceedings of the 28th international conference on very large data bases,2002,318,1,53e9bd87b7602d9704a2f764,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb,2003,3835,"{'yannis papakonstantinou', 'vagelis hristidis'}",2,3,0.5418803418803418,53909f6920f70186a0e3a99b53e9bd87b7602d9704a2f764discover keyword search in relational databasesefficient irstyle keyword search over relational databases
53909f6920f70186a0e3a99b,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb 02 proceedings of the 28th international conference on very large data bases,2002,318,1,53e9b082b7602d9703aeb3c1,objectrank authoritybased keyword search in databases,"andrey balmin, vagelis hristidis, yannis papakonstantinou",vldb,2004,3867,"{'yannis papakonstantinou', 'vagelis hristidis'}",2,3,0.5722222222222222,53909f6920f70186a0e3a99b53e9b082b7602d9703aeb3c1discover keyword search in relational databasesobjectrank authoritybased keyword search in databases
53909f6920f70186a0e3a981,statstream statistical monitoring of thousands of data streams in real time,"yunyue zhu, dennis shasha",vldb 02 proceedings of the 28th international conference on very large data bases,2002,320,1,53e9bb22b7602d970475b243,statstream statistical monitoring of thousands of data streams in real time,"yunyue zhu, dennis shasha",vldb,2002,3669,"{'yunyue zhu', 'dennis shasha'}",2,2,1.0,53909f6920f70186a0e3a98153e9bb22b7602d970475b243statstream statistical monitoring of thousands of data streams in real timestatstream statistical monitoring of thousands of data streams in real time
53909f6920f70186a0e3a9ac,smart making db2 more autonomic,"guy m lohman, sam s lightstone",vldb 02 proceedings of the 28th international conference on very large data bases,2002,322,1,53e9b4d4b7602d9703ff52c9,smart making db2 more autonomic,"guy m lohman, sam lightstone",vldb,2002,4296,{'guy m lohman'},2,2,0.9892857142857142,53909f6920f70186a0e3a9ac53e9b4d4b7602d9703ff52c9smart making db2 more autonomicsmart making db2 more autonomic
53909f6920f70186a0e3a9ae,"gnatdb a smallfootprint, secure database system",radek vingralek,vldb 02 proceedings of the 28th international conference on very large data bases,2002,326,1,53e9acbdb7602d970369da67,"gnatdb a smallfootprint, secure database system",radek vingralek,vldb,2002,4436,{'radek vingralek'},1,1,1.0,"53909f6920f70186a0e3a9ae53e9acbdb7602d970369da67gnatdb a smallfootprint, secure database systemgnatdb a smallfootprint, secure database system"
53909f6920f70186a0e3a9af,experience report exploiting advanced database optimization features for largescale sap r3 installations,"bernhard zeller, alfons kemper",vldb 02 proceedings of the 28th international conference on very large data bases,2002,327,1,53e9a689b7602d9702fbe6bb,experience report exploiting advanced database optimization features for largescale sap r3 installations,"bernhard zeller, alfons kemper",vldb,2002,3715,"{'bernhard zeller', 'alfons kemper'}",2,2,1.0,53909f6920f70186a0e3a9af53e9a689b7602d9702fbe6bbexperience report exploiting advanced database optimization features for largescale sap r3 installationsexperience report exploiting advanced database optimization features for largescale sap r3 installations
53909f6920f70186a0e3a9b3,"the grna a highly programmable infrastructure for prototyping, developing and deploying genomicscentric applications","amey v laud, sourav bhowmick, pedro cruz, dadabhai t singh, george rajesh",vldb 02 proceedings of the 28th international conference on very large data bases,2002,330,1,53e9be51b7602d9704b13004,"the grna a highly programmable infrastructure for prototyping, developing and deploying genomicscentric applications","amey v laud, sourav s bhowmick, pedro cruz, dadabhai t singh, george rajesh",vldb,2002,4411,"{'george rajesh', 'dadabhai t singh', 'pedro cruz', 'amey v laud'}",5,5,0.9957142857142857,"53909f6920f70186a0e3a9b353e9be51b7602d9704b13004the grna a highly programmable infrastructure for prototyping, developing and deploying genomicscentric applicationsthe grna a highly programmable infrastructure for prototyping, developing and deploying genomicscentric applications"
53909f6920f70186a0e3a9b5,joining ranked inputs in practice,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb 02 proceedings of the 28th international conference on very large data bases,2002,333,1,53e9b0abb7602d9703b1ae51,joining ranked inputs in practice,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb,2002,3668,"{'walid g aref', 'ahmed k elmagarmid', 'ihab f ilyas'}",3,3,1.0,53909f6920f70186a0e3a9b553e9b0abb7602d9703b1ae51joining ranked inputs in practicejoining ranked inputs in practice
53909f6920f70186a0e3a9bf,eos exactlyonce eservice middleware,"german shegalov, gerhard weikum, roger barga, david lomet",vldb 02 proceedings of the 28th international conference on very large data bases,2002,338,1,53e99c3db7602d97024eef8c,eos exactlyonce eservice middleware,"german shegalov, gerhard weikum, roger s barga, david b lomet",vldb,2002,4257,"{'gerhard weikum', 'german shegalov'}",4,4,0.9886792452830189,53909f6920f70186a0e3a9bf53e99c3db7602d97024eef8ceos exactlyonce eservice middlewareeos exactlyonce eservice middleware
53909f6920f70186a0e3a9c0,serviceglobe distributing eservices across the internet,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",vldb 02 proceedings of the 28th international conference on very large data bases,2002,340,1,53e998bfb7602d97020f5b39,serviceglobe distributing eservices across the internet,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",vldb,2002,4016,"{'stefan seltzsam', 'markus keidl', 'alfons kemper', 'konrad stocker'}",4,4,1.0,53909f6920f70186a0e3a9c053e998bfb7602d97020f5b39serviceglobe distributing eservices across the internetserviceglobe distributing eservices across the internet
