paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
53908d6520f70186a0dd19fe,vist a dynamic index method for querying xml data by tree structures,"haixun wang, sanghyun park, wei fan, philip s yu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a812b7602d9703157a36,vist a dynamic index method for querying xml data by tree structures,"haixun wang, sanghyun park, wei fan, philip s yu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd19fe53e9a812b7602d9703157a36
53908d6520f70186a0dd1a12,scientific data repositories designing for a moving target,"etzard stolte, christoph von praun, gustavo alonso, thomas gross",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a9a2b7602d9703301258,scientific data repositories designing for a moving target,"etzard stolte, christoph von praun, gustavo alonso, thomas r gross",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1253e9a9a2b7602d9703301258
53908d6520f70186a0dd1a16,a theory of redo recovery,"david lomet, mark tuttle",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9ab69b7602d9703504df3,a theory of redo recovery,"david b lomet, mark r tuttle",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1653e9ab69b7602d9703504df3
53908d6520f70186a0dd1a10,mapping data in peertopeer systems semantics and algorithmic issues,"anastasios kementsietsidis, marcelo arenas, renée j miller",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9ae0bb7602d9703816f7c,mapping data in peertopeer systems semantics and algorithmic issues,"anastasios kementsietsidis, marcelo arenas, renée j miller",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1053e9ae0bb7602d9703816f7c
53908d6520f70186a0dd1a17,formal semantics and analysis of object queries,g m bierman,proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a3e7b7602d9702cff813,formal semantics and analysis of object queries,gavin m bierman,sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1753e9a3e7b7602d9702cff813
53908d6520f70186a0dd1a0f,robust and efficient fuzzy match for online data cleaning,"surajit chaudhuri, kris ganjam, venkatesh ganti, rajeev motwani",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b96fb7602d97045615aa,robust and efficient fuzzy match for online data cleaning,"surajit chaudhuri, kris ganjam, venkatesh ganti, rajeev motwani",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a0f53e9b96fb7602d97045615aa
53908d6520f70186a0dd1a14,estimating compilation time of a query optimizer,"ihab f ilyas, jun rao, guy lohman, dengfeng gao, eileen lin",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bbbcb7602d9704806c86,estimating compilation time of a query optimizer,"ihab f ilyas, jun rao, guy m lohman, dengfeng gao, eileen tien lin",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1453e9bbbcb7602d9704806c86
53908d6520f70186a0dd1a15,a characterization of the sensitivity of query optimization to storage access cost parameters,"frederick r reiss, tapas kanungo",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a9f7b7602d97033606e3,a characterization of the sensitivity of query optimization to storage access cost parameters,"frederick reiss, tapas kanungo",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1553e9a9f7b7602d97033606e3
53908d6520f70186a0dd1a0e,efficient similarity search and classification via rank aggregation,"ronald fagin, ravi kumar, d sivakumar",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99e61b7602d97027253da,efficient similarity search and classification via rank aggregation,"ronald fagin, ravi kumar, d sivakumar",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a0e53e99e61b7602d97027253da
53908d6520f70186a0dd1a1d,contorting high dimensional data for efficient main memory knn processing,"bin cui, beng chin ooi, jianwen su, kianlee tan",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bd0bb7602d9704993115,contorting high dimensional data for efficient main memory processing,"bin cui, beng chin ooi, jianwen su, kianlee tan",sigmod conference,2003,0,0.9,53908d6520f70186a0dd1a1d53e9bd0bb7602d9704993115
53908d6520f70186a0dd1a19,xpath queries on streaming data,"feng peng, sudarshan s chawathe",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b326b7602d9703df65c7,xpath queries on streaming data,"feng peng, sudarshan s chawathe",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1953e9b326b7602d9703df65c7
53908d6520f70186a0dd19f6,xrank ranked keyword search over xml documents,"lin guo, feng shao, chavdar botev, jayavel shanmugasundaram",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a1c3b7602d9702abdc4a,xrank ranked keyword search over xml documents,"lin guo, feng shao, chavdar botev, jayavel shanmugasundaram",sigmod conference,2003,0,1.0,53908d6520f70186a0dd19f653e9a1c3b7602d9702abdc4a
53908d6520f70186a0dd1a1f,cacheandquery for wide area sensor databases,"amol deshpande, suman nath, phillip b gibbons, srinivasan seshan",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bd04b7602d970498b9ee,cacheandquery for wide area sensor databases,"amol deshpande, suman nath, phillip b gibbons, srinivasan seshan",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1f53e9bd04b7602d970498b9ee
53908d6520f70186a0dd1a1a,locationbased spatial queries,"jun zhang, manli zhu, dimitris papadias, yufei tao, dik lun lee",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99a86b7602d97022fd378,locationbased spatial queries,"jun zhang 0005, manli zhu, dimitris papadias, yufei tao, dik lun lee",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1a53e99a86b7602d97022fd378
53908d6520f70186a0dd1a11,extracting structured data from web pages,"arvind arasu, hector garciamolina",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99f11b7602d97027deea2,extracting structured data from web pages,"arvind arasu, hector garciamolina",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1153e99f11b7602d97027deea2
53908d6520f70186a0dd1a18,stream processing of xpath queries with predicates,"ashish kumar gupta, dan suciu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a5a8b7602d9702ed4a4f,stream processing of xpath queries with predicates,"ashish kumar gupta, dan suciu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1853e9a5a8b7602d9702ed4a4f
53908d6520f70186a0dd1a22,dynamic sample selection for approximate query processing,"brian babcock, surajit chaudhuri, gautam das",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b6b9b7602d970423eab6,dynamic sample selection for approximate query processing,"brian babcock, surajit chaudhuri, gautam das",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2253e9b6b9b7602d970423eab6
53908d6520f70186a0dd1a21,dynamic xml documents with distribution and replication,"serge abiteboul, angela bonifati, grégory cobéna, ioana manolescu, tova milo",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b8ccb7602d97044aba70,dynamic xml documents with distribution and replication,"serge abiteboul, angela bonifati, gregory cobena, ioana manolescu, tova milo",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2153e9b8ccb7602d97044aba70
53908d6520f70186a0dd1a1c,an optimal and progressive algorithm for skyline queries,"dimitris papadias, yufei tao, greg fu, bernhard seeger",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b160b7602d9703be7f60,an optimal and progressive algorithm for skyline queries,"dimitris papadias, yufei tao, greg fu, bernhard seeger",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1c53e9b160b7602d9703be7f60
53908d6520f70186a0dd1a2b,multidimensional clustering a new data layout scheme in db2,"sriram padmanabhan, bishwaranjan bhattacharjee, tim malkemus, leslie cranston, matthew huras",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a37ab7602d9702c878a1,multidimensional clustering a new data layout scheme in db2,"sriram padmanabhan, bishwaranjan bhattacharjee, timothy malkemus, leslie cranston, matthew huras",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2b53e9a37ab7602d9702c878a1
53908d6520f70186a0dd1a2e,winmagic subquery elimination using window aggregation,"calisto zuzarte, hamid pirahesh, wenbin ma, qi cheng, linqi liu, kwai wong",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a41cb7602d9702d38bb4,winmagic  subquery elimination using window aggregation,"calisto zuzarte, hamid pirahesh, wenbin ma, qi cheng, linqi liu, kwai wong",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2e53e9a41cb7602d9702d38bb4
53908d6520f70186a0dd1a30,socqet semantic olap with compressed cube and summarization,"laks v s lakshmanan, jian pei, yan zhao",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b3c1b7602d9703eae2eb,socqet semantic olap with compressed cube and summarization,"laks v s lakshmanan, jian pei, yan zhao",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3053e9b3c1b7602d9703eae2eb
53908d6520f70186a0dd1a29,a comprehensive xquery to sql translation using dynamic interval encoding,"david dehaan, david toman, mariano p consens, m tamer özsu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9acd3b7602d97036b13fd,a comprehensive xquery to sql translation using dynamic interval encoding,"david dehaan, david toman, mariano p consens, m tamer özsu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2953e9acd3b7602d97036b13fd
53908d6520f70186a0dd1a35,qxtract a building block for efficient information extraction from text databases,"eugene agichtein, luis gravano",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a1c3b7602d9702aba18f,qxtract a building block for efficient information extraction from plaintext databases,"eugene agichtein, luis gravano",sigmod conference,2003,0,0.8333333333333334,53908d6520f70186a0dd1a3553e9a1c3b7602d9702aba18f
53908d6520f70186a0dd1a31,peerdb peering into personal databases,"beng chin ooi, kianlee tan, aoying zhou, chin hong goh, yingguang li, chu yee liau, bo ling, wee siong ng, yanfeng shu, xiaoyu wang, ming zhang",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9aed7b7602d9703900d1d,peerdb peering into personal databases,"beng chin ooi, kianlee tan, aoying zhou, chin hong goh, yingguang li, chu yee liau, bo ling, wee siong ng, yanfeng shu, xiaoyu wang, ming zhang",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3153e9aed7b7602d9703900d1d
53908d6520f70186a0dd1a33,transparent midtier database caching in sql server,"peråke larson, jonathan goldstein, jingren zhou",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a5a8b7602d9702ed2d71,transparent midtier database caching in sql server,"peråke larson, jonathan goldstein, jingren zhou",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3353e9a5a8b7602d9702ed2d71
53908d6520f70186a0dd1a36,pix exact and approximate phrase matching in xml,"sihem ameryahia, mary fernández, divesh srivastava, yu xu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b03db7602d9703a9eb2f,pix exact and approximate phrase matching in xml,"sihem ameryahia, mary f fernández, divesh srivastava, yu xu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3653e9b03db7602d9703a9eb2f
53908d6520f70186a0dd1a24,adaptive filters for continuous queries over distributed data streams,"chris olston, jing jiang, jennifer widom",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a635b7602d9702f658cd,adaptive filters for continuous queries over distributed data streams,"chris olston, jing jiang, jennifer widom",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2453e9a635b7602d9702f658cd
53908d6520f70186a0dd1a3b,lockx a system for efficiently querying secure xml,"sungran cho, sihem ameryahia, laks v s lakshmanan, divesh srivastava",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bb2fb7602d970476d427,lockx a system for efficiently querying secure xml,"sungran cho, sihem ameryahia, laks v s lakshmanan, divesh srivastava",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3b53e9bb2fb7602d970476d427
53908d6520f70186a0dd1a3c,trex dtdconforming xml to xml transformations,"aoying zhou, qing wang, zhimao guo, xueqing gong, shihui zheng, hongwei wu, jianchang xiao, kun yue, wenfei fan",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b9e1b7602d97045dcb59,trex dtdconforming xml to xml transformations,"aoying zhou, qing wang, zhimao guo, xueqing gong, shihui zheng, hongwei wu, jianchang xiao, kun yue, wenfei fan",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3c53e9b9e1b7602d97045dcb59
53908d6520f70186a0dd1a3d,rainbow multixquery optimization using materialized xml views,"xin zhang, katica dimitrova, ling wang, maged el sayed, brian murphy, bradford pielech, mukesh mulchandani, luping ding, elke a rundensteiner",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bddbb7602d9704a8a22a,rainbow multixquery optimization using materialized xml views,"xin zhang 0002, katica dimitrova, ling wang, maged elsayed, brian murphy, bradford pielech, mukesh mulchandani, luping ding, elke a rundensteiner",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3d53e9bddbb7602d9704a8a22a
53908d6520f70186a0dd1a3f,rolex relational online exchange with xml,"philip bohannon, xin luna dong, sumit ganguly, henry f korth, chengkai li, p p s narayan, pradeep shenoy",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b1a3b7602d9703c2ce73,rolex relational online exchange with xml,"philip bohannon, xin dong 0001, sumit ganguly, henry f korth, chengkai li, p p s narayan, pradeep shenoy",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3f53e9b1a3b7602d9703c2ce73
53908d6520f70186a0dd1a42,plastic reducing query optimization overheads through plan recycling,"vibhuti s sengar, jayant r haritsa",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a4aab7602d9702dc99ed,plastic reducing query optimization overheads through plan recycling,"vibhuti s sengar, jayant r haritsa",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4253e9a4aab7602d9702dc99ed
53908d6520f70186a0dd1a43,ipsofacto a visual correlation tool for aggregate network traffic data,"flip korn, s muthukrishnan, yunyue zhu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bc32b7602d97048a175b,ipsofacto a visual correlation tool for aggregate network traffic data,"flip korn, s muthukrishnan, yunyue zhu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4353e9bc32b7602d97048a175b
53908d6520f70186a0dd1a44,birnm a semantic mediator for solving realworld neuroscience problems,"amarnath gupta, bertram ludäscher, maryann e martone",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a24db7602d9702b5387f,birnm a semantic mediator for solving realworld neuroscience problems,"amarnath gupta, bertram ludäscher, maryann e martone",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4453e9a24db7602d9702b5387f
53908d6520f70186a0dd1a38,aurora a data stream management system,"d abadi, d carney, u çetintemel, m cherniack, c convey, c erwin, e galvez, m hatoun, a maskey, a rasin, a singer, m stonebraker, n tatbul, y xing, r yan, s zdonik",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a194b7602d9702a8654b,aurora a data stream management system,"daniel j abadi, donald carney, ugur çetintemel, mitch cherniack, christian convey, c erwin, eduardo f galvez, m hatoun, anurag maskey, alex rasin, a singer, michael stonebraker, nesime tatbul, ying xing, r yan, stanley b zdonik",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3853e9a194b7602d9702a8654b
53908d6520f70186a0dd1a48,xquery a query language for xml,don chamberlin,proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b4a6b7602d9703fb64a3,xquery a query language for xml,donald d chamberlin,sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4853e9b4a6b7602d9703fb64a3
53908d6520f70186a0dd1a49,data grid management systems,"arun jagatheesan, arcot rajasekar",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99a2bb7602d97022880bb,data grid management systems,"arun jagatheesan, arcot rajasekar",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4953e99a2bb7602d97022880bb
53908d6520f70186a0dd1a2d,gigascope a stream database for network applications,"chuck cranor, theodore johnson, oliver spataschek, vladislav shkapenyuk",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9acfeb7602d97036df583,gigascope a stream database for network applications,"charles d cranor, theodore johnson, oliver spatscheck, vladislav shkapenyuk",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2d53e9acfeb7602d97036df583
53908d6520f70186a0dd1a47,data quality and data cleaning an overview,"theodore johnson, tamraparni dasu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bbc2b7602d9704811883,data quality and data cleaning an overview,"theodore johnson, tamraparni dasu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4753e9bbc2b7602d9704811883
53908d6520f70186a0dd1a3e,timber a native system for querying xml,"stelios paparizos, shurug alkhalifa, adriane chapman, h v jagadish, laks v s lakshmanan, andrew nierman, jignesh m patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b708b7602d97042a0e42,timber a native system for querying xml,"stelios paparizos, shurug alkhalifa, adriane chapman, h v jagadish, laks v s lakshmanan, andrew nierman, jignesh m patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3e53e9b708b7602d97042a0e42
53908d6520f70186a0dd1a45,panel querying networked databases,"nick koudas, divesh srivastava",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99b36b7602d97023d8d91,panel querying networked databases,"nick koudas, divesh srivastava",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4553e99b36b7602d97023d8d91
53908d6520f70186a0dd1a40,a system for watermarking relational databases,"rakesh agrawal, peter j haas, jerry kiernan",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9bb0fb7602d970474b559,a system for watermarking relational databases,"rakesh agrawal, peter j haas, jerry kiernan",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4053e9bb0fb7602d970474b559
53908d6520f70186a0dd1a41,query by humming in action with its technology revealed,"yunyue zhu, dennis shasha, xiaojian zhao",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b3a3b7602d9703e848ae,query by humming  in action with its technology revealed,"yunyue zhu, dennis shasha, xiaojian zhao",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a4153e9b3a3b7602d9703e848ae
53908d6520f70186a0dd1a1e,the design of an acquisitional query processor for sensor networks,"samuel madden, michael j franklin, joseph m hellerstein, wei hong",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99ff5b7602d97028d428a,the design of an acquisitional query processor for sensor networks,"samuel madden, michael j franklin, joseph m hellerstein, wei hong",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1e53e99ff5b7602d97028d428a
53908d6520f70186a0dd1a39,irisnet internetscale resourceintensive sensor services,"amol deshpande, suman nath, phillip b gibbons, srinivasan seshan",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9aeeab7602d970391410b,irisnet internetscale resourceintensive sensor services,"amol deshpande, suman nath, phillip b gibbons, srinivasan seshan",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3953e9aeeab7602d970391410b
53908d6520f70186a0dd1a34,dbcache middletier database caching for highly scalable ebusiness architectures,"christof bornhövd, mehmet altinel, sailesh krishnamurthy, c mohan, hamid pirahesh, berthold reinwald",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a401b7602d9702d1ad80,dbcache middletier database caching for highly scalable ebusiness architectures,"christof bornhövd, mehmet altinel, sailesh krishnamurthy, c mohan, hamid pirahesh, berthold reinwald",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a3453e9a401b7602d9702d1ad80
53908d6520f70186a0dd1a2f,cmvf a novel dimension reduction scheme for efficient indexing in a large image database,"jialie shen, anne h h ngu, john shepherd, du q huynh, quan z sheng",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b451b7602d9703f4a5c1,cmvf a novel dimension reduction scheme for efficient indexing in a large image database,"jialie shen, anne h h ngu, john shepherd, du q huynh, quan z sheng",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2f53e9b451b7602d9703f4a5c1
53908d6520f70186a0dd1a2c,integration of electronic tickets and personal guide system for public transport using mobile terminals,"koichi goto, yahiko kambayashi",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99b4ab7602d97023ee663,integration of electronic tickets and personal guide system for public transport using mobile terminals,"koichi goto, yahiko kambayashi",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2c53e99b4ab7602d97023ee663
53908d6520f70186a0dd1a26,using sets of feature vectors for similarity search on voxelized cad objects,"hanspeter kriegel, stefan brecheisen, peer kröger, martin pfeifle, matthias schubert",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99ddbb7602d970269ddb9,using sets of feature vectors for similarity search on voxelized cad objects,"hanspeter kriegel, stefan brecheisen, peer kröger, martin pfeifle, matthias schubert",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2653e99ddbb7602d970269ddb9
53908d6520f70186a0dd1a28,on relational support for xml publishing beyond sorting and tagging,"surajit chaudhuri, raghav kaushik, jeffrey f naughton",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b0b7b7602d9703b2a419,on relational support for xml publishing beyond sorting and tagging,"surajit chaudhuri, raghav kaushik, jeffrey f naughton",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2853e9b0b7b7602d9703b2a419
53908d6520f70186a0dd1a27,qcluster relevance feedback using adaptive clustering for contentbased image retrieval,"deokhwan kim, chinwan chung",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9ab55b7602d97034e6d89,qcluster relevance feedback using adaptive clustering for contentbased image retrieval,"deokhwan kim, chinwan chung",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2753e9ab55b7602d97034e6d89
53908d6520f70186a0dd1a20,composing xsl transformations with xml publishing views,"chengkai li, philip bohannon, p p s narayan",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99dc5b7602d970268349c,composing xsl transformations with xml publishing views,"chengkai li, philip bohannon, henry f korth, p p s narayan",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a2053e99dc5b7602d970268349c
53908d6520f70186a0dd1a13,factorizing complex predicates in queries to exploit indexes,"surajit chaudhuri, prasanna ganesan, sunita sarawagi",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9a4c0b7602d9702de2c4b,factorizing complex predicates in queries to exploit indexes,"surajit chaudhuri, prasanna ganesan, sunita sarawagi",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a1353e9a4c0b7602d9702de2c4b
53908d6520f70186a0dd1a07,statistical schema matching across web query interfaces,"bin he, kevin chenchuan chang",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99940b7602d970217f0f4,statistical schema matching across web query interfaces,"bin he, kevin chenchuan chang",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a0753e99940b7602d970217f0f4
53908d6520f70186a0dd19ff,xpress a queriable compression for xml data,"junki min, myungjae park, chinwan chung",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e99c12b7602d97024be997,xpress a queriable compression for xml data,"junki min, myungjae park, chinwan chung",sigmod conference,2003,0,1.0,53908d6520f70186a0dd19ff53e99c12b7602d97024be997
53908d6520f70186a0dd1a02,efficient processing of joins on setvalued attributes,nikos mamoulis,proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9ba54b7602d970466f99c,efficient processing of joins on setvalued attributes,nikos mamoulis,sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a0253e9ba54b7602d970466f99c
53908d6520f70186a0dd1a01,containment join size estimation models and methods,"wei wang, haifeng jiang, hongjun lu, jeffrey xu yu",proceedings of the 2003 acm sigmod international conference on management of data,2003,0,53e9b677b7602d97041e0615,containment join size estimation models and methods,"wei wang 0011, haifeng jiang, hongjun lu, jeffrey xu yu",sigmod conference,2003,0,1.0,53908d6520f70186a0dd1a0153e9b677b7602d97041e0615
5390958920f70186a0deec74,learning about data integration challenges from day one,alon y halevy,acm sigmod record,2003,0,53e9b78ab7602d97043303cf,learning about data integration challenges from day one,alon y halevy,sigmod record,2003,0,1.0,5390958920f70186a0deec7453e9b78ab7602d97043303cf
5390958920f70186a0deec76,guest editors introduction,karl aberer,acm sigmod record,2003,0,53e99aacb7602d9702325e77,guest editors introduction,karl aberer,sigmod record,2003,0,1.0,5390958920f70186a0deec7653e99aacb7602d9702325e77
5390958920f70186a0deec72,analysis of sigmods coauthorship graph,"mario a nascimento, jörg sander, jeffrey pound",acm sigmod record,2003,0,53e9afdab7602d9703a2b275,analysis of sigmods coauthorship graph,"mario a nascimento, jörg sander, jeffrey pound",sigmod record,2003,0,1.0,5390958920f70186a0deec7253e9afdab7602d9703a2b275
5390958920f70186a0deec77,peertopeer research at stanford,"mayank bawa, brian f cooper, arturo crespo, neil daswani, prasanna ganesan, hector garciamolina, sepandar kamvar, sergio marti, mario schlosser, qi sun, patrick vinograd, beverly yang",acm sigmod record,2003,0,53e99d28b7602d97025dabf7,peertopeer research at stanford,"mayank bawa, brian f cooper, arturo crespo, neil daswani, prasanna ganesan, hector garciamolina, sepandar d kamvar, sergio marti, mario t schlosser, qi sun, patrick vinograd, beverly yang",sigmod record,2003,0,1.0,5390958920f70186a0deec7753e99d28b7602d97025dabf7
5390958920f70186a0deec81,standards for databases on the grid,"susan malaika, andrew eisenberg, jim melton",acm sigmod record,2003,0,53e9b79fb7602d9704348bdc,standards for databases on the grid,"susan malaika, andrew eisenberg, jim melton",sigmod record,2003,0,1.0,5390958920f70186a0deec8153e9b79fb7602d9704348bdc
5390958920f70186a0deec7a,design issues and challenges for rdf and schemabased peertopeer systems,"wolfgang nejdl, wolf siberski, michael sintek",acm sigmod record,2003,0,53e9b152b7602d9703bd5308,design issues and challenges for rdf and schemabased peertopeer systems,"wolfgang nejdl, wolf siberski, michael sintek",sigmod record,2003,0,1.0,5390958920f70186a0deec7a53e9b152b7602d9703bd5308
5390958920f70186a0deec7e,incontext peertopeer information filtering on the web,aris m ouksel,acm sigmod record,2003,0,53e9b0fbb7602d9703b753f1,incontext peertopeer information filtering on the web,aris m ouksel,sigmod record,2003,0,1.0,5390958920f70186a0deec7e53e9b0fbb7602d9703b753f1
5390958920f70186a0deec7c,the hyperion project from data integration to data coordination,"marcelo arenas, vasiliki kantere, anastasios kementsietsidis, iluju kiringa, renée j miller, john mylopoulos",acm sigmod record,2003,0,53e9a48eb7602d9702daf1eb,the hyperion project from data integration to data coordination,"marcelo arenas, vasiliki kantere, anastasios kementsietsidis, iluju kiringa, renée j miller, john mylopoulos",sigmod record,2003,0,1.0,5390958920f70186a0deec7c53e9a48eb7602d9702daf1eb
5390958920f70186a0deec79,toward network data independence,joseph m hellerstein,acm sigmod record,2003,0,53e99aecb7602d9702373ecd,toward network data independence,joseph m hellerstein,sigmod record,2003,0,1.0,5390958920f70186a0deec7953e99aecb7602d9702373ecd
5390958920f70186a0deec78,pgrid a selforganizing structured p2p system,"karl aberer, philippe cudrémauroux, anwitaman datta, zoran despotovic, manfred hauswirth, magdalena punceva, roman schmidt",acm sigmod record,2003,0,53e9a839b7602d97031824c6,pgrid a selforganizing structured p2p system,"karl aberer, philippe cudrémauroux, anwitaman datta, zoran despotovic, manfred hauswirth, magdalena punceva, roman schmidt",sigmod record,2003,0,1.0,5390958920f70186a0deec7853e9a839b7602d97031824c6
