paper ID,paper title,author names,publication venue,year of publication,index
539087dd20f70186a0d64512,languages for multidatabase interoperability,"frédéric gingras, laks v s lakshmanan, iyer n subramanian, despina papoulis, nematollaah shiri",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1006
539087dd20f70186a0d64516,the infosleuth project,"r j bayardo, jr, w bohrer, r brice, a cichocki, j fowler, a halal, v kashyap, t ksiezyk, g martin, m nodine, m rashid, m rusinkiewicz, r shea, c unnikrishnan, a unruh, d woelk",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1007
539087dd20f70186a0d64505,semcog an objectbased image retrieval system and its visual query interface,"wensyan li, k selçuk candan, kyoji hirata, yoshinori hara",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1008
539087dd20f70186a0d64518,strudel a web site management system,"mary fernandez, daniela florescu, jaewoo kang, alon levy, dan suciu",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1009
539087dd20f70186a0d6451d,predator an ordbms with enhanced data types,"praveen seshadri, mark paskin",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1011
539087dd20f70186a0d6451e,sentinel an objectoriented dbms with eventbased rules,s chakravarthy,sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1012
539087dd20f70186a0d64520,the mentor workbench for enterprisewide workflow management,"dirk wodtke, jeanine weissenfels, gerhard weikum, angelika kotz dittrich, peter muth",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1013
539087dd20f70186a0d6451c,s3 similarity search in cad database systems,"stefan berchtold, hanspeter kriegel",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1015
539087dd20f70186a0d6451b,structural matching and discovery in document databases,"jason tsongli wang, dennis shasha, george j s chang, liam relihan, kaizhong zhang, girish patel",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1016
539087dd20f70186a0d64519,geominer a system prototype for spatial data mining,"jaiwei han, krzysztof koperski, nebojsa stefanovic",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1017
539087dd20f70186a0d64515,infomaster an information integration system,"michael r genesereth, arthur m keller, oliver m duschka",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1018
539087dd20f70186a0d64517,the distributed information search component disco and the world wide web,"anthony tomasic, rémy amouroux, philippe bonnet, olga kapitskaia, hubert naacke, louiqa raschid",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1019
539087dd20f70186a0d64510,templatebased wrappers in the tsimmis system,"joachim hammer, héctor garcíamolina, svetlozar nestorov, ramana yerneni, marcus breunig, vasilis vassalos",sigmod 97 proceedings of the 1997 acm sigmod international conference on management of data,1997,1020
558cf1b2e4b0bb3102a0ca96,acm sigmod record,michael franklin,acm sigmod record,1997,1029
539087e120f70186a0d668f6,proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,"alberto mendelzon, z meral özsoyoglu",joint acm sigmod international conference on management of data and acm symposium on principles of database systems,1997,1031
539087e120f70186a0d668f8,multimedia support for databases,"banu özden, rajeev rastogi, avi silberschatz",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1032
539087e120f70186a0d668f9,on the complexity of database queries extended abstract,"christos h papadimitriou, mihalis yannakakis",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1033
539087e120f70186a0d668fc,conjunctive query equivalence of keyed relational schemas extended abstract,"joseph albert, yanis ioannidis, raghu ramakrishnan",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1034
539087e120f70186a0d668fb,on the containment and equivalence of database queries with linear constraints extended abstract,"oscar h ibarra, jianwen su",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1035
539087e120f70186a0d668fa,deciding containment for queries with complex objects extended abstract,"alon y levy, dan suciu",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1036
539087e120f70186a0d668fe,complete geometrical query languages extended abstract,"marc gyssens, jan van den bussche, dirk van gucht",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1037
539087e120f70186a0d668ff,on the decidability of semilinearity for semialgebraic sets and its implications for spatial databases extended abstract,"freddy dumortier, marc gyssens, luc vandeurzen, dirk van gucht",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1038
539087e120f70186a0d668fd,managing semantic heterogeneity in databases a theoretical prospective,richard hull,pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1039
539087e120f70186a0d66905,regular path queries with constraints,"serge abiteboul, victor vianu",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1041
539087e120f70186a0d66908,stochastic service guarantees for continuous data on multizone disks,"guido nerjes, peter muth, gerhard weikum",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1042
539087e120f70186a0d66907,cut and paste,"paolo atzeni, giansalvatore mecca",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1043
539087e120f70186a0d66904,semistructured data,peter buneman,pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1044
539087e120f70186a0d66906,formal models of web queries,"alberto o mendelzon, tova milo",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1045
539087e120f70186a0d66909,epidemic algorithms in replicated databases extended abstract,"d agrawal, a el abbadi, r c steinke",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1046
539087e120f70186a0d66902,rewriting queries using views in description logics,"catriel beeri, alon y levy, mariechristine rousset",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1047
539087e120f70186a0d6690e,referential actions as logical rules,"bertram ludäscher, wolfgang may, georg lausen",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1048
539087e120f70186a0d6690c,correctness and parallelism in composite systems,"gustavo alonso, stephen blott, armin fessler, hansjörg schek",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1049
539087e120f70186a0d6690f,partialsum queries in olap data cubes using covering codes,"chingtien ho, jehoshua bruck, rakesh agrawal",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1050
539087e120f70186a0d66900,a cost model for nearest neighbor search in highdimensional data space,"stefan berchtold, christian böhm, daniel a keim, hanspeter kriegel",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1051
539087e120f70186a0d66901,languages for relational databases over interpreted structures,"michael benedikt, leonid libkin",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1052
539087e120f70186a0d66911,on the analysis of indexing schemes,"joseph m hellerstein, elias koutsoupias, christos h papadimitriou",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1053
539087e120f70186a0d66912,processing queries by linear constraints,"jonathan goldstein, raghu ramakrishnan, uri shaft, jiebing yu",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1054
539087e120f70186a0d66910,on the complexity of generating optimal plans with cross products extended abstract,"wolfgang scheufele, guido moerkotte",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1055
539087e120f70186a0d6690d,"data mining, hypergraph transversals, and machine learning extended abstract","dimitrios gunopulos, heikki mannila, roni khardon, hannu toivonen",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1056
539087e120f70186a0d6690b,olap and statistical databases similarities and differences,arie shoshani,pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1057
539087e120f70186a0d6690a,replication and consistency being lazy helps sometimes,"yuri breitbart, henry f korth",pods 97 proceedings of the sixteenth acm sigactsigmodsigart symposium on principles of database systems,1997,1058
558f39620cf2e66758051e14,acm sigmod record,michael franklin,acm sigmod record,1997,1059
558f43100cf23ca8fdc46c5f,acm sigmod record,michael franklin,acm sigmod record,1998,1072
539087e720f70186a0d69346,proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,"alberto mendelson, jan paredaens",special interest group on management of data sigmodprinciples of data base systems pods,1998,1088
539087e720f70186a0d69347,fuzzy queries in multimedia database systems,ronald fagin,pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1089
539087e720f70186a0d6934d,tight bounds for 2dimensional indexing schemes,"elias koutsoupias, d s taylor",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1090
539087e720f70186a0d69349,a new framework for itemset generation,"charu c aggarwal, philip s yu",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1091
539087e720f70186a0d6934a,logic based modeling and analysis of workflows,"hasan davulcu, michael kifer, c r ramakrishnan, i v ramakrishnan",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1092
539087e720f70186a0d6934f,data base design principles for striping and placement of delaysensitive data on disks,"stavros christodoulakis, fenia a zioga",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1093
539087e720f70186a0d69348,expressiveness of structured document query languages based on attribute grammars,"frank neven, jan van den bussche",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1094
539087e720f70186a0d69350,throughputcompetitive admission control for continuous media databases,"minos n garofalakis, yannis e ioannidis, banu özden, avi silberschatz",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1096
539087e720f70186a0d69351,querying spatial databases via topological invariants,"luc segoufin, victor vianu",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1097
539087e720f70186a0d6934b,an overview of query optimization in relational systems,surajit chaudhuri,pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1098
539087e720f70186a0d69353,an expressive language for linear spatial database queries,"luc vandeurzen, marc gyssens, dirk van gucht",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1099
539087e720f70186a0d69355,path constraints on semistructured and structured data,"peter buneman, wenfei fan, scott weinstein",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1100
539087e720f70186a0d69354,external memory algorithms,jeffrey scott vitter,pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1101
539087e720f70186a0d69356,query containment for conjunctive queries with regular expressions,"daniela florescu, alon levy, dan suciu",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1102
539087e720f70186a0d69357,on the decidability of query containment under constraints,"diego calvanese, giuseppe de giacomo, maurizio lenzerini",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1103
539087e720f70186a0d69359,efficient searching with linear constraints,"pankaj k agarwal, lars arge, jeff erickson, paolo g franciosa, jeffry scott vitter",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1104
539087e720f70186a0d69358,latent semantic indexing a probabilistic analysis,"christos h papadimitriou, hisao tamaki, prabhakar raghavan, santosh vempala",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1106
539087e720f70186a0d6935d,on the complexity of the containment problem for conjunctive queries with builtin predicates,"phokion g kolaitis, david l martin, madhukar n thakur",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1107
539087e720f70186a0d6935b,generalizing data to provide anonymity when disclosing information abstract,"pierangela samarati, latanya sweeney",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1108
539087e720f70186a0d6935c,typed query languages for databases containing queries,"frank neven, dirk van gucht, jan van den bussche, gottfried vossen",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1109
539087e720f70186a0d6935f,deciding equivalences among aggregate queries,"werner nutt, yehoshus sagiv, sara shurin",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1110
539087e720f70186a0d6935e,conjunctivequery containment and constraint satisfaction,"phokion g kolaitis, moshe y vardi",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1111
539087e720f70186a0d69361,dynamic tree isomorphism via firstorder updates to a relational database,kousha etessami,pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1112
539087e720f70186a0d69364,decidability and undecidability results for the termination problem of active database rules,"james bailey, guozhu dong, kotagiri ramamohanarao",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1113
539087e720f70186a0d69365,dynamic assembly of views in data cubes,"john r smith, vittorio castelli, anant jhingran, chungsheng li",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1114
539087e720f70186a0d69352,safe constraint queries,"michael benedikt, leonid libkin",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1115
539087e720f70186a0d6934c,a lower bound theorem for indexing schemes and its application to multidimensional range queries,"vasilis samoladas, daniel p miranker",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1117
539087e720f70186a0d69362,complexity of nonrecursive logic programs with complex values,"sergei vorobyov, andrie voronkov",pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1118
539087e720f70186a0d69360,data bases in digital libraries where computer science and information management meet,judith klavans,pods 98 proceedings of the seventeenth acm sigactsigmodsigart symposium on principles of database systems,1998,1119
558f389a0cf2af9ee80ebeb5,acm sigmod record,"laura haas, pamela drew, ashutosh tiwary",acm sigmod record,1998,1120
539087e720f70186a0d6964d,query flocks a generalization of associationrule mining,"dick tsur, jeffrey d ullman, serge abiteboul, chris clifton, rajeev motwani, svetlozar nestorov, arnon rosenthal",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1121
539087e720f70186a0d6964f,parallel mining algorithms for generalized association rules with classification hierarchy,"takahiko shintani, masaru kitsuregawa",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1122
539087e720f70186a0d69650,reusing invariants a new strategy for correlated queries,"jun rao, kenneth a ross",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1123
539087e720f70186a0d69651,query unnesting in objectoriented databases,leonidas fegaras,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1124
539087e720f70186a0d6964e,exploratory mining and pruning optimizations of constrained associations rules,"raymond t ng, laks v s lakshmanan, jiawei han, alex pang",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1125
539087e720f70186a0d69657,interaction of query evaluation and buffer management for information retrieval,"björn t jónsson, michael j franklin, divesh srivastava",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1126
539087e720f70186a0d69656,efficient midquery reoptimization of suboptimal query execution plans,"navin kabra, david j dewitt",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1127
539087e720f70186a0d69658,costbased query scrambling for initial delays,"tolga urhan, michael j franklin, laurent amsaleg",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1128
539087e720f70186a0d69654,efficiently mining long patterns from databases,"roberto j bayardo, jr",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1129
539087e720f70186a0d69652,changing the rules transformations for rulebased optimizers,"mitch cherniack, stan zdonik",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1131
539087e720f70186a0d6965a,optimal multistep knearest neighbor search,"thomas seidl, hanspeter kriegel",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1132
539087e720f70186a0d6965f,the dedale system for complex spatial queries,"stéphane grumbach, philippe rigaux, luc segoufin",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1133
539087e720f70186a0d69661,incremental distance join algorithms for spatial databases,"gísli r hjaltason, hanan samet",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1134
539087e720f70186a0d69662,an alternative storage organization for rolap aggregate views based on cubetrees,"yannis kotidis, nick roussopoulos",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1135
539087e720f70186a0d69653,cure an efficient clustering algorithm for large databases,"sudipto guha, rajeev rastogi, kyuseok shim",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1136
539087e720f70186a0d69663,caching multidimensional queries using chunks,"prasad m deshpande, karthikeyan ramasamy, amit shukla, jeffrey f naughton",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1137
539087e720f70186a0d6964c,proceedings of the 1998 acm sigmod international conference on management of data,"laura haas, pamela drew, ashutosh tiwary, michael franklin",special interest group on management of data sigmodprinciples of data base systems pods,1998,1138
539087e720f70186a0d69664,simultaneous optimization and evaluation of multiple dimensional queries,"yihong zhao, prasad m deshpande, jeffrey f naughton, amit shukla",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1139
539087e720f70186a0d69655,automatic subspace clustering of high dimensional data for data mining applications,"rakesh agrawal, johannes gehrke, dimitrios gunopulos, prabhakar raghavan",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1140
539087e720f70186a0d69666,extracting schema from semistructured data,"svetlozar nestorov, serge abiteboul, rajeev motwani",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1141
539087e720f70186a0d69668,costbased optimization of decision support queries using transientviews,"subbu n subramanian, shivakumar venkataraman",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1142
539087e720f70186a0d69669,new samplingbased summary statistics for improving approximate query answers,"phillip b gibbons, yossi matias",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1143
539087e720f70186a0d6966c,autoadmin whatif index analysis utility,"surajit chaudhuri, vivek narasayya",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1145
539087e720f70186a0d6965e,integration of heterogeneous databases without common domains using queries based on textual similarity,william w cohen,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1147
539087e720f70186a0d6966d,on parallel processing of aggregate and scalar functions in objectrelational dbms,"michael jaedicke, bernhard mitschang",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1148
539087e720f70186a0d6966e,secure and portable database extensibility,"michael godfrey, tobias mayr, praveen seshadri, thorsten von eicken",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1149
539087e720f70186a0d69660,similarity query processing using disk arrays,"apostolos n papadopoulos, yannis manolopoulos",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1150
539087e720f70186a0d6965c,your mediators need data conversion,"sophie cluet, claude delobel, jérǒme siméon, katarzyna smaga",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1151
539087e720f70186a0d6966f,a multisimilarity algebra,"s adali, p bonatti, m l sapino, v s subrahmanian",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1152
539087e720f70186a0d69659,the pyramidtechnique towards breaking the curse of dimensionality,"stefan berchtold, christian böhm, hanspeter kriegal",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1153
539087e720f70186a0d6965d,using schematically heterogeneous structures,reée j miller,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1154
539087e720f70186a0d69671,approximate medians and other quantiles in one pass and with limited memory,"gurmeet singh manku, sridhar rajagopalan, bruce g lindsay",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1155
539087e720f70186a0d69672,random sampling for histogram construction how much is enough,"surajit chaudhuri, rajeev motwani, vivek narasayya",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1156
539087e720f70186a0d69675,memory management during run generation in external sorting,"peråke larson, goetz graefe",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1157
539087e720f70186a0d69673,waveletbased histograms for selectivity estimation,"yossi matias, jeffrey scott vitter, min wang",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1160
539087e720f70186a0d6967b,java and relational databases tutorial sqlj,"gray clossman, phil shaw, mark hapner, johannes klein, richard pledereder, brian becker",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1163
539087e720f70186a0d6966b,bitmap index design and evaluation,"cheeyong chan, yannis e ioannidis",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1165
539087e720f70186a0d69681,database systems management and oracle8,c gregory doherty,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1167
539087e720f70186a0d69683,data in your face push technology in perspective,"michael franklin, stan zdonik",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1170
539087e720f70186a0d69686,a data mining application customer retention at the port of singapore authority psa,"kiansing ng, huan liu, hweebong kwah",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1171
539087e720f70186a0d69688,"50,000 users on an oracle8 universal server database","tirthankar lahiri, ashok joshi, amit jasuja, sumanta chatterjee",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1174
539087e720f70186a0d6967d,microsoft universal data access platform,"josé a blakeley, michael j pizzo",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1177
539087e720f70186a0d6967a,sap r3 tutorial a database application system,"alfons kemper, donald kossmann, florian matthes",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1180
539087e720f70186a0d69676,"replication, consistency, and practicality are these mutually exclusive","todd anderson, yuri breitbart, henry f korth, avishai wool",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1184
539087e720f70186a0d69678,next generation database systems wont work without semantics panel,john mylopoulos,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1185
539087e720f70186a0d69690,free parallel data mining,"bin li, dennis shasha",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1186
539087e720f70186a0d69692,cq a personalized update monitoring toolkit,"ling liu, calton pu, wei tang, david buttler, john biggs, tong zhou, paul benninghoff, wei han, fenghua yu",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1187
539087e720f70186a0d69693,datasplash,"chris olston, allison woodruff, alexander aiken, michael chu, vuk ercegovac, mark lin, mybrid spalding, michael stonebraker",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1188
539087e720f70186a0d69691,the araneus webbased management system,"g mecca, p atzeni, a masci, g sindoni, p merialdo",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1189
539087e720f70186a0d69694,microsoft index turning wizard for sql server 70,"surajit chaudhuri, vivek narasayya",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1190
539087e720f70186a0d69698,capability based mediation in tsimmis,"chen li, ramana yerneni, vasilis vassalos, hector garciamolina, yannis papakonstantinou, jeffrey ullman, murty valiveti",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1191
539087e720f70186a0d6968a,filenet integrated document management database usage and issues,daniel s whelan,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1192
539087e720f70186a0d69699,control continuous output and navigation technology with refinement online,"ron avnur, joseph m hellerstein, bruce lo, chris olston, bhaskaran raman, vijayshankar raman, tali roth, kirk wylie",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1193
539087e720f70186a0d6969a,amdb an access method debugging tool,"marcel kornacker, mehul shah, joseph m hellerstein",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1194
539087e720f70186a0d6969b,useroriented smartcache for the web what you seek is what you get,"zoé lacroix, arnaud sahuguet, raman chandrasekar",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1195
539087e720f70186a0d6969f,supersql an extended sql for database publishing and presentation,motomichi toyama,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1196
539087e720f70186a0d696a0,the idea web lab,"stefano ceri, piero fraternali, stefano paraboschi",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1197
539087e720f70186a0d69685,transactional publishsubscribe the proactive multicast of database changes abstract,arvola chan,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1198
539087e720f70186a0d696a1,dtls dataspot database exploration as easy as browsing the web,"shaul dar, gadi entin, shai geva, eran palmon",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1199
539087e720f70186a0d696a2,a protein patent query system powered by kleisli,"jing chen, limsoon wong, louxin zhang",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1200
539087e720f70186a0d69684,the pointcast network abstract,"satish ramakrishnan, vibha dayal",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1201
539087e720f70186a0d6969e,multimediaminer a system prototype for multimedia data mining,"osmar r zaïane, jiawei han, zenian li, sonny h chee, jenny y chiang",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1202
539087e720f70186a0d6969d,xmas an extensible mainmemory storage system for highperformance applications,"jang ho park, yong sik kwon, ki hong kim, sang ho lee, byoung dae park, sang kyun cha",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1203
539087e720f70186a0d6969c,the multidimensional database system rasdaman,"p baumann, a dehmel, p furtado, r ritsch, n widmann",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1204
539087e720f70186a0d69697,ariadne a system for constructing mediators for internet sources,"josé luis ambite, naveen ashish, greg barish, craig a knoblock, steven minton, pragnesh j modi, ion muslea, andrew philpot, sheila tejada",sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1205
539087e720f70186a0d69696,providing databaselike access to the web using queries based on textual similarity,william w cohen,sigmod 98 proceedings of the 1998 acm sigmod international conference on management of data,1998,1206
539087eb20f70186a0d6a450,capbasedams a capabilitybased and eventdriven activity management system,"patrick c k hung, helen p yeung, kamalakar karlapalem",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1215
539087eb20f70186a0d6a44b,lore a lightweight object repository for semistructured data,"dallan quass, jennifer widom, roy goldman, kevin haas, qingshan luo, jason mchugh, svetlozar nestorov, anand rajaraman, hugo rivero, serge abiteboul, jeff ullman, janet wiener",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1216
539087eb20f70186a0d6a452,bess storage support for interactive visualization systems,"a biliris, t a funkhouser, w oconnell, e panagos",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1217
539087eb20f70186a0d6a451,the multiview project objectoriented view technology and applications,"e a rundensteiner, h a kuno, yg ra, v crestanataube, m c jones, p j marron",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1218
539087eb20f70186a0d6a453,the garlic project,"m tork roth, m arya, l haas, m carey, w cody, r fagin, p schwarz, j thomas, e wimmers",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1219
539087eb20f70186a0d6a44c,dbminer interactive mining of multiplelevel knowledge in relational databases,"jaiwei han, youngjian fu, wei wang, jenny chiang, osmar r zaïane, krzysztof koperski",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1220
539087eb20f70186a0d6a44e,metu interoperable database system,"asuman dogac, ugur halici, ebru kilic, gokhan ozhan, fatma ozcan, sena nural, cevdet dengi, sema mancuhan, budak arpinar, pinar koksal, cem evrendilek",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1221
539087eb20f70186a0d6a449,hyperstormadministering structured documents using objectoriented database technology,"klemens böhm, karl aberer",sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1223
539087eb20f70186a0d6a447,data mining techniques,jiawei han,sigmod 96 proceedings of the 1996 acm sigmod international conference on management of data,1996,1225
